time,o5,o9,o10,o11,o12,o13
0.0,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
1.0e-6,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
1.1e-5,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.00011099999999999999,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.0010886460004967708,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.010865106005464479,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.020865106005464477,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.03086510600546448,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.04086510600546448,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.05086510600546448,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.060865106005464485,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.07086510600546449,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.08086510600546448,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.09086510600546448,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.10086510600546447,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.11086510600546447,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.12086510600546446,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.13086510600546447,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.14086510600546448,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.1508651060054645,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.1608651060054645,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.1708651060054645,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.18086510600546452,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.19086510600546452,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.20086510600546453,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.21086510600546454,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.22086510600546455,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.23086510600546456,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.24086510600546457,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.2508651060054646,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.2608651060054646,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.2708651060054646,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.2808651060054646,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.2908651060054646,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.3008651060054646,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.31086510600546463,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.32086510600546464,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.33086510600546465,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.34086510600546466,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.35086510600546467,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.3608651060054647,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.3708651060054647,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.3808651060054647,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.3908651060054647,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.4008651060054647,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.4108651060054647,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.42086510600546473,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
0.43086510600546474,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049,1.00000000217049
