,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,2994.9369828299978,-6460.993775805339,6192.21869387365,-1795.3023179945983,118.33554644048444,-1736.7148342381897,581.0566275476226,-1583.6425045024641,4213.954319311912,2127.2249659663357,2344.452477074802,1110.0037433105742,101.52509759984488,311.47312828093675,-1116.507955583823,4689.154548048319,-308.33820099237107,194.53280330766597,-1730.781787558264,1888.9111628352182,-3647.687277880369,1424.9315587140372,1055.095921225897,-729.4148616708663
1,3057.4060384282748,-6147.939977146206,5207.4406820197255,-1941.0599603656117,-75.4918369176498,-2119.9904461962046,490.30230098221216,-1493.6250694326957,3695.636821016751,1822.5225532205916,2482.5353952677306,1177.400807831816,-50.88755682044051,475.03315884296285,-965.6054325037765,4612.449020045374,-310.62644112823193,176.83095996882844,-1584.3328939962878,1711.0417628554894,-3894.7479062299435,784.7460738119325,998.5516300268856,-743.8125585706118
2,2851.2077345536777,-5647.072843723364,5659.254530938678,-1925.551218438696,-3.2116058452383847,-2372.095656336811,522.7694537611484,-1552.5336483410235,4278.085677591314,1862.0466763374357,2357.849988672273,1137.1641784805197,45.20000225720358,239.91566620355957,-1306.5560029722121,4572.923361172499,-15.052499734982007,231.66867185912594,-1824.1773379458557,1878.9282420170641,-3805.6587348121748,1619.6833911815502,881.2812202263774,-696.9364037601985
3,2104.466600442678,-4739.19461579768,5804.747022128783,-1845.8235411475837,169.7780856408752,-2486.822777761726,483.57742337893757,-1429.8442555699098,3485.0233489594098,1375.1071823424961,1698.8324371091446,1063.00300802943,180.13822319195737,257.50619062481337,-1207.1161444507943,5288.998934878664,247.29237747124057,280.7858815943654,-1393.0118435429233,1629.0061411872132,-3652.928314341366,1944.4489477828174,792.0750706169266,-526.7545670819161
4,2233.3433519026325,-4632.400531356944,5965.402136602079,-1792.894192064657,389.61368485287574,-2650.1933228325465,522.5226944462003,-1274.5658758362893,4289.55638686919,1674.036924525124,1882.892488366041,1004.0072677193975,323.84309814383937,168.00040734010057,-1351.4284251805557,4789.7325233144875,159.75797056988023,249.87384471553918,-1861.6722323114002,1704.46853687294,-3643.54026859818,1997.0271059857164,767.1000902434076,-557.2266460632515
5,2089.1565394713216,-5181.279128007751,6504.67478150772,-1822.8459227019691,419.1441847308272,-2931.054093218391,561.4949208361757,-1399.8104511100707,4038.6887274625883,1731.4816387112255,1863.523376663611,994.9135812356152,341.13857895228,192.7158711349732,-1351.367934506464,5248.856184795687,148.70832008879103,258.8463861197672,-1595.948315648608,1737.2653495783165,-3746.615163352403,2170.584708767764,810.729142481893,-543.2407144928547
6,2347.925827671818,-4871.855795158123,6544.612047187596,-1765.5006935844217,487.94932328429496,-2901.878538561251,665.3620226014215,-1351.7694331368891,4384.20677458434,2801.5082686842966,1997.2473610676418,954.6890815579449,389.7747943759418,167.42786200951346,-1358.5919927528232,4884.398061607565,-308.4146851061646,156.23864835151235,-1112.809164199755,1785.730625897042,-3663.519358891629,2057.4377857913423,915.5604937593724,-585.9252892772741
7,2801.9083770580755,-4800.837487945146,6552.61828659205,-1787.9325728549363,409.75714033632926,-2879.8121536092117,673.7454662774908,-1426.5593234030139,4476.413014988149,2879.7453136750487,1927.4330812103717,974.2839488851848,352.6251151781622,163.9832917906539,-1361.131083923266,4548.676292274919,-326.35596345362706,157.6026399847288,-1132.5685963028889,1854.8341356028532,-3653.35208247209,1884.809406830177,937.6372725065156,-645.9628304911275
8,2051.189191828737,-4343.368130195565,6168.85142878492,-1688.7418291768165,606.7719055849311,-2671.989328826927,524.2211032440498,-1133.1892446563154,3982.585820718381,1573.878494536411,1722.2302408447258,922.5999567820135,464.822120275929,141.15858638804994,-1351.174548474825,4279.159816201528,890.1119211216673,435.5951723073315,-1060.3591691785489,1551.1571339169338,-3534.9038838212537,1809.0640409312696,683.0128194235363,-514.1631143990835
9,2269.869126843387,-7258.735986083758,5940.488577277394,-1934.5182910849765,496.8064883121049,-2385.470269571834,504.83552854866576,-1177.0228986364766,3934.25183570485,1515.5447550693507,1090.8723378885845,1141.5515473776497,489.32430270662223,210.045408682125,-1347.218877772528,4376.416492237521,1128.474469013057,457.4572986450137,-885.2508725627076,1569.7037564435898,-3789.6153057639303,1624.602363185185,508.77645029804364,-547.0959787942365
10,1929.467005764218,-6779.564448025427,5508.248172724991,-2004.7739216723323,381.3227651734431,-2226.5926191270896,464.55917316181177,-1164.0890952625698,3585.158317179313,1377.6354897953684,1748.3134168412482,1213.30012800152,363.66802356486716,267.72902307921953,-1345.2984439079958,4407.247109244976,1307.920749170949,512.9876349500399,-563.2613940115464,1483.47832732229,-3985.930028115504,1426.2364614485086,527.529230767409,-536.9886662269745
11,1751.1078920830248,-5023.421586686947,4621.974995011136,-1932.0358710344856,335.645979422971,-1951.0538051843782,392.38537886529195,-955.6649796606042,3048.698278971699,1201.599710584504,1537.7022897412776,1188.3126779337927,333.1648902697063,218.82528741683686,-1343.0726313067923,3522.410152335181,873.1597200375395,383.1529594356517,-622.4266163398016,1229.4527793058012,-3775.5419377180087,1102.3972136191078,513.889877949511,-467.30540603753144
12,2332.765312003743,-5637.734417928987,4232.97285780557,-1865.0894500656145,-138.87274503484255,-1843.1247290981375,312.533828494026,-1286.3137560054183,3079.6322721272727,602.5766597758933,2078.8848507814237,1150.4656034697953,-8.912528186829345,377.2059343753113,-950.1373958879423,4184.7589629397235,926.8362363209502,410.08982624624366,-1269.4723338631873,1439.8239752122556,-3497.3773465567383,890.3253625038137,553.7598470340907,-602.3896344298904
13,2392.4312652427598,-5633.193202368598,3897.5940015386636,-1851.2356177473623,-276.8368205310674,-1439.8177547106206,326.9936020507682,-1321.9506533174012,3046.136189505759,965.6859664934123,2096.845201507308,1185.4848243977647,-92.70302156459935,359.74631642241786,-928.0200621730133,4044.7574774676673,394.74992178573126,325.6118156956176,-1299.5757385655736,1452.8690314464332,-3382.318475749006,873.4979391387583,809.2812200195681,-612.4991856493422
