,0,1,10,11,12,13,2,3,4,5,6,7,8,9
0,-3466.056792975355,3359.593715628965,-1166.4669722477422,-534.0650693815187,3085.211788949174,3884.1197207454306,-1844.5871852429682,895.8030902051505,-7415.176112048506,677.5584460596078,4859.334022205214,-1230.3423925992265,-823.5383488870857,1359.7802269173553
1,-3090.5339387179442,1561.200739522475,-993.524847356598,-456.34625797197714,3159.5013968009353,4121.876746384558,-1718.1283751556923,-233.18938507853,-6999.628142225909,1003.7894084690033,5121.170399871075,-1159.3002425348095,-613.4465636278687,1746.2941960520407
2,-2795.8651091696825,1881.165504079081,-846.8742300099391,-387.88573161388535,3198.720064846668,3506.2830244038514,-1607.5611658217113,1079.2499767257777,-7919.183894700544,1297.7116886449853,5290.641631734971,-1096.8325634503722,-425.74723849464,417.46122937659493
3,-2634.7280153550037,2125.4562122392845,-2140.6991429279565,-347.2587669796774,3171.268898867156,4339.388981052679,-864.9335844773209,984.1348608658463,-6525.415332582173,1482.8926023430759,4883.089848931952,-1059.9789099141194,-377.1515093663006,-1671.2761162504773
4,-2399.0571794542893,2434.4510010039567,-1030.8711244826934,-285.2099632317563,3197.7935493850364,3606.304505474031,-1452.0404170259806,826.2512347095958,-7479.926297885197,1704.230859658221,4885.539295162445,-1003.9300772097577,-211.3243583146923,-1330.600012459748
5,-3092.1225885364247,2731.4138711543674,-1839.5022478807468,-167.29952528098033,3239.292554688972,4090.204121424196,-1188.3936094400515,1012.5636688221248,-7183.7866992164,2000.0092203683412,4982.653325314179,-1055.2851995250787,-572.8603559202734,-1378.2877856923824
6,-2523.9299674863128,3030.5441609276395,-411.8157515955777,-278.15073259937185,3185.283581804591,3693.233930864256,-1264.9852009544072,937.5031279812101,-7146.407059987228,2007.9867081579719,4851.73595320556,-1056.0416655273348,-2167.598411113011,-1200.1685465616638
7,-1998.9291108870648,2968.3761667417266,-321.93554723679154,-772.2544747103959,3192.484846528772,3351.528500142311,-1301.321919771797,1004.7894296651875,-7236.219783074189,1967.3152387594878,4879.763179720577,-1078.3397229288385,-2224.491358531671,-727.632552532757
8,-2292.178938366832,2939.1132796101547,-1484.5691775695768,-274.71653498204,3143.8708064168295,3069.14385411475,265.3479242504486,257.77746952105053,-7679.845321038869,1802.627384393677,4628.400896875028,-1104.1357483509767,-948.4159783085215,-1014.6460797242216
9,-4988.866859240381,2622.1420334813574,-1423.116409799553,-1111.386046872793,3655.780814226041,3239.243023147117,700.6808950953669,-75.73052428652682,-7470.560455545554,1306.442403513966,4879.779576422776,-952.7767235565456,-1053.3131116509157,2070.7165377154975
