0,1,2,3,4,5,6,7,8,9,10,11,12,13,Solar_0,Solar_1,Solar_2,Solar_3,Solar_4,Solar_5,Solar_6,Solar_7,Solar_8,Solar_9,Solar_10,Solar_11,Solar_12,Solar_13,Gas_0,Gas_1,Gas_2,Gas_3,Gas_4,Gas_5,Gas_6,Gas_7,Gas_8,Gas_9,Gas_10,Gas_11,Gas_12,Gas_13,Hard Coal_0,Hard Coal_1,Hard Coal_2,Hard Coal_3,Hard Coal_4,Hard Coal_5,Hard Coal_6,Hard Coal_7,Hard Coal_8,Hard Coal_9,Hard Coal_10,Hard Coal_11,Hard Coal_12,Hard Coal_13,Run of River_0,Run of River_1,Run of River_2,Run of River_3,Run of River_4,Run of River_5,Run of River_6,Run of River_7,Run of River_8,Run of River_9,Run of River_10,Run of River_11,Run of River_12,Run of River_13,Waste_0,Waste_1,Waste_2,Waste_3,Waste_4,Waste_5,Waste_6,Waste_7,Waste_8,Waste_9,Waste_10,Waste_11,Waste_12,Waste_13,Brown Coal_0,Brown Coal_1,Brown Coal_2,Brown Coal_3,Brown Coal_4,Brown Coal_5,Brown Coal_6,Brown Coal_7,Brown Coal_8,Brown Coal_9,Brown Coal_10,Brown Coal_11,Brown Coal_12,Brown Coal_13,Geothermal_0,Geothermal_1,Geothermal_2,Geothermal_3,Geothermal_4,Geothermal_5,Geothermal_6,Geothermal_7,Geothermal_8,Geothermal_9,Geothermal_10,Geothermal_11,Geothermal_12,Geothermal_13,Wind Offshore_0,Wind Offshore_1,Wind Offshore_2,Wind Offshore_3,Wind Offshore_4,Wind Offshore_5,Wind Offshore_6,Wind Offshore_7,Wind Offshore_8,Wind Offshore_9,Wind Offshore_10,Wind Offshore_11,Wind Offshore_12,Wind Offshore_13,Wind Onshore_0,Wind Onshore_1,Wind Onshore_2,Wind Onshore_3,Wind Onshore_4,Wind Onshore_5,Wind Onshore_6,Wind Onshore_7,Wind Onshore_8,Wind Onshore_9,Wind Onshore_10,Wind Onshore_11,Wind Onshore_12,Wind Onshore_13,Nuclear_0,Nuclear_1,Nuclear_2,Nuclear_3,Nuclear_4,Nuclear_5,Nuclear_6,Nuclear_7,Nuclear_8,Nuclear_9,Nuclear_10,Nuclear_11,Nuclear_12,Nuclear_13,Oil_0,Oil_1,Oil_2,Oil_3,Oil_4,Oil_5,Oil_6,Oil_7,Oil_8,Oil_9,Oil_10,Oil_11,Oil_12,Oil_13,Other_0,Other_1,Other_2,Other_3,Other_4,Other_5,Other_6,Other_7,Other_8,Other_9,Other_10,Other_11,Other_12,Other_13,Storage Hydro_0,Storage Hydro_1,Storage Hydro_2,Storage Hydro_3,Storage Hydro_4,Storage Hydro_5,Storage Hydro_6,Storage Hydro_7,Storage Hydro_8,Storage Hydro_9,Storage Hydro_10,Storage Hydro_11,Storage Hydro_12,Storage Hydro_13,0,1,2,3,4,5,6,7,8,9,10,11,12,13
-3466.0567929753515,3359.5937156289656,-1844.5871852429682,-745.3650471233877,-7415.176112048508,677.5584460596074,4859.334022205217,-1230.342392599227,-823.5383488870862,1359.7802269173549,-1166.4669722477424,-534.0650693815182,3085.211788949174,3884.119720745431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7626966518700177,0.41106171883655157,0.009516099646276113,0.48478340395579006,0.804165510698178,0.07445082511554595,0.049814316339200186,0.35626228196018467,0.5734225565589177,0.8088248469436806,0.8405798362350291,0.7975827564593699,0.013873321930462082,0.18384728513854268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06878218701960007,0.02683485085948678,0.8173072752801673,0.006978505355565738,0.07094855601775471,0.006836880521908478,0.04318853981941298,0.6123473870278805,0.2685341499788725,0.07228112593960505,0.05518707983543641,0.15898477731953123,0.01261211084587462,0.0017922367635657605,0.10688762551608404,0.039118524231640917,0.018852650242622487,0.02550866425715306,0.12328610599623155,0.038519459344254076,0.004655328198250492,0.03131976105144481,0.03470514678920351,0.00518062351925496,0.046071910469358705,0.04308933217071407,0.004466789257913928,0.016474095503483253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16676214826814761,0.0,0.0,0.0,0.0,0.0,0.012690936275552839,0.26748859563075605,0.0538841827443821,0.5095266981944626,0.0021561550154811943,0.45333061663570345,0.0015998272878357297,0.8801928350182915,0.7173731858075735,7.056996048991413e-5,0.0002702502573910807,0.11085644209787027,0.05816117346017593,0.0003431340503848415,0.9563568416901965,0.4594324524871091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007749352849916092,0.013458207877858112,0.15216781981545294,0.029398809795787576,0.0,0.0,0.01820648156741529,0.0,0.12306789641561526,0.0028569614995891325,0.0,0.0,0.0,0.07096533447654324,PV,PV,PQ,Slack,PV,PV,PV,PQ,PV,PV,PV,PV,PV,PV
-3090.533938717943,1561.2007395224755,-1718.1283751556923,-1682.924519509273,-6999.628142225905,1003.7894084690056,5121.170399871073,-1159.3002425348093,-613.4465636278678,1746.2941960520411,-993.5248473565982,-456.3462579719776,3159.501396800935,4121.876746384558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7491347225440161,0.0,0.009514909827684317,0.06662185512708739,0.8009313541229347,0.0,0.04925368658277249,0.35628742295128424,0.5732167965769099,0.7762399455716705,0.8132092448094577,0.7973851070760802,0.013716475651731041,0.16553605228442014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06755913306104326,0.03904208088537834,0.8172050855777172,0.010424446958622291,0.07066321831563215,0.006612698000106299,0.0427024791376894,0.612390599629906,0.2684377924477009,0.06936915634730113,0.05339010238126419,0.15894537922204835,0.012469523319755493,0.0017394146616453252,0.10498699776385902,0.056913623077894986,0.018850293054846288,0.03810468058492148,0.12279027949653788,0.037256399458012145,0.004602935317936638,0.031321971248464545,0.034692693616064,0.004971913182204455,0.04457173715649358,0.043078654181676654,0.004416289509080071,0.01598855901108329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16488534197157378,0.0,0.0,0.0,0.0,0.0,0.01254745758037007,0.25966573254869035,0.07070758929320174,0.8844639211246068,0.0022809175970642313,0.8409332620568749,0.005615148064895087,0.9561309025418815,0.7205539782713646,6.1703450526079946e-9,0.0006289811321478713,0.14667712101157873,0.0888289156527847,0.0005908595201949677,0.9568502539390633,0.48819644883103286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007611557337879778,0.019580374912119836,0.1521487939426879,0.04391575527249391,0.0,0.0,0.018001578718663088,0.0,0.12302373622717731,0.002741863887245104,0.0,0.0,0.0,0.06887379266312803,PV,PV,PQ,Slack,PV,PV,PV,PQ,PV,PV,PV,PV,PV,PV
-2795.8651091696843,1881.1655040790802,-1607.5611658217117,-512.0332098253748,-7919.183894700543,1297.7116886449858,5290.64163173497,-1096.8325634503726,-425.7472384946409,417.461229376594,-846.8742300099393,-387.8857316138858,3198.720064846667,3506.2830244038514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74441111433395,0.0,0.009518759516060649,0.2813928292431567,0.4907333266734593,0.005142569360201595,0.049107284510533394,0.35628388322426735,0.5726055131758858,0.6469093632464512,0.7930556889346775,0.7971141520800127,0.013673225778594726,0.03552934895757444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0671331444291075,0.03713817934983556,0.8175357229643034,0.007184627865291376,0.17705535831456543,0.006418088532220101,0.04257554992955799,0.6123845155095843,0.26815152804004444,0.0949722396194497,0.05206694918500022,0.1588913688772101,0.012430205253267932,0.0019742958839244888,0.10432501076784387,0.054138209167723814,0.01885791979596921,0.026262107813979967,0.30766610199801314,0.03615995620992145,0.004589253514285333,0.03132166006367186,0.034655697024423705,0.006806969479971098,0.04346712724096086,0.043064015863916755,0.004402364360532393,0.018147568225972573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164395235394355,0.0,0.0,0.0,0.0,0.0,0.012507893776787198,0.29473641928851596,0.07656716718842994,0.8900980808054714,0.0018772450847723428,0.6548932793897487,0.024545213013962085,0.9522793858976569,0.721384605976588,9.94120247637542e-6,0.0016947191198457055,0.24755758419090867,0.11141023463936152,0.0009304631788606307,0.9569863108308178,0.5714382275936691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007563563280668679,0.0186255306769692,0.15221035263889435,0.030267155687823243,0.0,0.0,0.017948070674680263,0.0,0.12289254263980037,0.0037538434632193554,0.0,0.0,0.0,0.0781741400503434,PV,PV,PQ,Slack,PV,PV,PV,PQ,PV,PV,PV,PV,PV,PV
-2634.728015355002,2125.4562122392863,-864.9335844773218,-380.6551655811659,-6525.415332582173,1482.8926023430763,4883.089848931952,-1059.9789099141192,-377.1515093663015,-1671.2761162504767,-2140.6991429279565,-347.25876697967806,3171.268898867156,4339.38898105268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7441091913977732,0.0,0.38392347934213383,0.24142320715497465,0.7867018465226052,0.0,0.0,0.3562818898047893,0.5661740586350312,0.19683121868565964,0.0,0.7968064336298598,0.0,0.16212687423646396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06710591614665642,0.03566503922829505,0.5083984517717508,0.007097129557345389,0.07395147032725134,0.006293805504412174,0.045096435980895334,0.6123810891990529,0.27213670718601596,0.20839785973309005,0.25142224956324166,0.15883003035292725,0.012571513772586076,0.0017035918049386446,0.10428269797460207,0.05199073803614075,0.011727117187177907,0.02594227357344549,0.12850421941020373,0.035459737005931045,0.004860981893351578,0.03132148481800346,0.03517073850891682,0.014936552792463897,0.20989520384886354,0.04304739140406439,0.004452411127790902,0.01565927820701178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17412902994304824,0.0,0.0,0.0,0.0,0.0,0.01265008547140316,0.25432484021512164,0.07694169887780962,0.8944575009341396,0.0012963629738585905,0.6956388439194604,0.010842463739939598,0.9582464574896568,0.7569027814116764,1.5536178154299173e-5,0.001799564787352285,0.5715972992341187,0.5386825465878947,0.0013161446131487483,0.9703259896282199,0.49873006326010544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007560495603158649,0.01788672180142457,0.09465458872507881,0.029898545794774193,0.0,0.0,0.01901077077102845,0.0,0.12471893088268375,0.008237069554667591,0.0,0.0,0.0,0.06745535227635845,PV,PV,PQ,Slack,PV,PV,PV,PQ,PV,PV,PV,PV,PV,PV
-2399.0571794542857,2434.4510010039567,-1452.0404170259806,-635.359780619593,-7479.926297885197,1704.2308596582216,4885.5392951624435,-1003.9300772097577,-211.32435831469184,-1330.6000124597488,-1030.8711244826934,-285.20996323175655,3197.793549385037,3606.3045054740314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7396558867333808,0.0,0.0,0.09129962926844573,0.41253514957949833,0.0,0.0,0.3562839342539019,0.565992065262148,0.27212222689035154,0.7307526097339208,0.7961806223123032,0.0,0.04229954566222341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06722957210536112,0.03407163027128122,0.8246428227752299,0.008053458822175364,0.19878979617209064,0.006185700338961133,0.04579145309211178,0.6123846032198612,0.27204923041721885,0.18688089957453569,0.06495254395917203,0.15870528533786768,0.012564083549916059,0.0019709522008104136,0.10447485952659073,0.049667944918256754,0.019021857730975204,0.029437962247866545,0.34543366711661555,0.0348506650012132,0.00493589835891493,0.03132166454979358,0.03515943307866898,0.013394362235645245,0.054224427147937994,0.043013582007459465,0.004449779590595271,0.01811683336098461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17681267118292826,0.0,0.0,0.0,0.0,0.0,0.012642608809996462,0.2941595450643671,0.08106525431898949,0.8991728290817039,0.002801753522352167,0.8372816124957524,0.04324138713179554,0.9589636346598256,0.7531562164574173,9.797976443242457e-6,0.0021204305374642506,0.5202159144783396,0.1500704191589692,0.0021005103423697106,0.9703435280494922,0.5654113800027577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075744273156778275,0.017087595728758058,0.15353356597144271,0.03392733716576004,0.0,0.0,0.019303760908627697,0.0,0.12467884070449993,0.007386596821127893,0.0,0.0,0.0,0.07804174370885678,PV,PV,PQ,Slack,PV,PV,PV,PQ,PV,PV,PV,PV,PV,PV
-3092.1225885364247,2731.413871154368,-1188.393609440052,-566.0350814577996,-7183.786699216397,2000.009220368342,4982.653325314177,-1055.2851995250787,-572.8603559202734,-1378.2877856923824,-1839.5022478807468,-167.2995252809808,3239.292554688972,4090.204121424195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6170617833747878,0.0,0.06740122030274191,0.0,0.0,0.0,0.0,0.0,0.4789027227742052,0.14370709746097496,0.0,0.7928642905293145,0.0,0.1878873439395645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09575673903699906,0.03321210384746713,0.7689482576894267,0.008601853826709987,0.32660609462033824,0.00612596696965492,0.04658827820718332,0.9513416815742396,0.32612068540778616,0.217920251795627,0.22876306425767223,0.1580442300859002,0.012574762955087337,0.0018316213098466714,0.14880612126961784,0.048414969620806186,0.017737163237563663,0.03144252100912289,0.5675378874561138,0.03451412305300847,0.0050217887928767505,0.04865831842576029,0.04214758629009885,0.01561905362013453,0.1909786030825286,0.04283441749991688,0.004453561879926765,0.016836115070307786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17988941951799503,0.0,0.0,0.0,0.0,0.0,0.012653354961227272,0.2715419233720797,0.12758691252654816,0.9017164002860365,0.00274911263850398,0.9237180281920697,0.10585601792354789,0.9593599099773366,0.7488608444404963,0.0,0.003369479676495509,0.6141401484356893,0.5802583326597991,0.006257061884868587,0.9703183202037586,0.449378192928414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010788443792047292,0.016656526245690202,0.14316424613176384,0.036237596972097386,0.0,0.0,0.019639669041448676,0.0,0.14945952585141437,0.00861344868757419,0.0,0.0,0.0,0.07252480337978738,PV,PV,PQ,Slack,PV,PV,PV,PQ,PV,PV,PV,PV,PV,PV
-2523.9299674863096,3030.54416092764,-1264.9852009544077,-719.6869991350791,-7146.407059987228,2007.9867081579719,4851.73595320556,-1056.0416655273348,-2167.598411113011,-1200.1685465616629,-411.81575159557747,-278.1507325993723,3185.2835818045914,3693.2339308642554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7042119682226199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3409315801955735,0.7456552523098177,0.7635885760921793,0.0,0.20275025184107187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07896844150061093,0.03131303712523491,0.8211361458164057,0.00910786900860575,0.2994460806452849,0.006114414814777446,0.04734857914522993,0.951341645022559,0.622407866439063,0.1975173630498034,0.04895494058392872,0.17282691651004006,0.012754126284090861,0.001976512489145294,0.12271708080903022,0.04382109429312525,0.01894096997159987,0.033292167993158886,0.5203423904688372,0.03444903741070195,0.0051037422557825216,0.04865831655624973,0.08043951344446185,0.014156712186968783,0.040869124554897794,0.046840939988702444,0.00451708639228218,0.018167943082042597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18282513853718607,0.0,0.0,0.0,0.0,0.0,0.012833839307295267,0.29121423325304335,0.08520552110908432,0.9091617618167045,0.007042198012652562,0.9192306424938962,0.18021152888587788,0.9594365477745206,0.7447623599525529,3.842119126377659e-8,0.011906118540369342,0.43958733417042883,0.16452068255135585,0.01674356740907836,0.9698949480163317,0.40762915067359035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008896988358654689,0.01570410676493544,0.15288068619934178,0.03836932050433911,0.0,0.0,0.019960180109248476,0.0,0.2852465015761058,0.007807010397225432,0.0,0.0,0.0,0.07826190866110658,PV,PV,PQ,Slack,PV,PV,PV,PQ,PQ,PV,PV,PV,PV,PV
-1998.9291108870634,2968.3761667417266,-1301.321919771797,-698.343462219364,-7236.219783074186,1967.3152387594887,4879.763179720576,-1078.3397229288385,-2224.4913585316717,-727.632552532757,-321.935547236792,-772.2544747103957,3192.4848465287723,3351.528500142311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72515695920942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40737553054100706,0.6969281503332598,0.5771283264206094,0.0,0.21657544656367084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06632156100785412,0.03146309611824207,0.8187036157173855,0.008845812409394133,0.27842129860271614,0.006099869245146019,0.046879627548307407,0.9513416615999533,0.619382192331627,0.1551511031711529,0.04575583164625267,0.2877559934188489,0.012697261201650526,0.002111287513027888,0.1030638088700142,0.0,0.01888485932564268,0.03233426748795557,0.4838079822590474,0.031561598768603365,0.005053193577779133,0.04865831740413451,0.08004847765239176,0.011120184469711091,0.03819840776760195,0.07798994214155718,0.004496946675584561,0.019406784210660385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18101439485232024,0.0,0.0,0.0,0.0,0.0,0.012776618819275973,0.310923065891323,0.09798554476963564,0.952757539567138,0.009983731828570189,0.9215545827183941,0.23777071913823647,0.9623385319862507,0.7472902942867143,2.0995912092498787e-8,0.016709480184804847,0.42022072714733233,0.21911761025288554,0.05712573801898428,0.970029173303489,0.3673849607600116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007472126143076029,0.015779364314619886,0.15242779312840163,0.03726533738425613,0.0,0.0,0.019762489734878787,0.0,0.28385984983117646,0.006132454670796558,0.0,0.0,0.0,0.08359845506130627,PV,PV,PQ,Slack,PV,PV,PV,PQ,PQ,PV,PV,PV,PV,PV
-2292.178938366831,2939.1132796101556,265.3479242504486,-1049.9963673198076,-7679.845321038869,1802.6273843936765,4628.400896875029,-1104.1357483509764,-948.4159783085224,-1014.6460797242212,-1484.5691775695766,-274.71653498204,3143.870806416829,3069.143854114749,0.0,0.003876192578739739,0.6059579789279803,0.0,0.0030155291090615413,0.014278421948997807,0.0,0.17236314501835576,0.4609238119556373,0.0,0.24720540746736847,0.0,0.0,0.0,0.7166431813849097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3705211537120142,0.0,0.730204178409589,0.0,0.21948988698235433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06513787735741929,0.030811582435993322,0.32192635997079855,0.009353115252958944,0.26035696067919056,0.006058933178462103,0.04722599291588672,0.787364452291222,0.3322063278302611,0.16112384305455413,0.09645313895672714,0.15692480999884742,0.012738523742646949,0.0022051713144627216,0.10122436263779223,0.04491560770912583,0.007425805755038191,0.0341886212863478,0.45241788773148295,0.034136450021240744,0.005090528585383734,0.040271367247689434,0.042934090031225315,0.01154827017413405,0.08052211488185197,0.04253102327071565,0.004511560492187461,0.020269756526879564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1823518013269251,0.0,0.0,0.0,0.0,0.0,0.012818139250292824,0.3254473554171654,0.1096558123286389,0.9049439999450197,0.004752994609089024,0.9170557779269513,0.2842096224802649,0.9455261948512994,0.7454231742883729,1.0354427328129681e-6,0.011687223972857425,0.45043820171326776,0.5758193386940523,0.07033998832084803,0.9699317765148728,0.34527195548950296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007338766291239936,0.01545261733112127,0.05993686073709397,0.039402485533741934,0.0,0.0,0.019908502883431434,0.0,0.15224854621001885,0.006368531346029807,0.0,0.0,0.0,0.08731587426963504,PV,PV,PQ,Slack,PV,PV,PV,PQ,PQ,PV,PV,PV,PV,PV
-4988.866859240379,2622.142033481359,700.6808950953673,-1474.765676936277,-7470.560455545552,1306.4424035139668,4879.779576422776,-952.7767235565456,-1053.3131116509153,2070.716537715497,-1423.116409799553,-1111.3860468727935,3655.78081422604,3239.243023147116,0.039972665409927846,0.0922029641902224,0.6752711082474527,0.02588652891229532,0.5517484034896734,0.026742603838557956,0.14222217191105874,0.5242100326047184,0.48906799944729057,0.008221342252032676,0.41261555903177893,0.35397818578681683,0.1491876869880601,0.05840432366579281,0.2949681928059922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7488762983227052,0.0,0.0,0.0,0.2135077713483988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15312785403089005,0.0317220386606862,0.26479289743991474,0.010082218734663443,0.11129650228823434,0.006378598581853606,0.0,0.4526373908545433,0.31459108292303145,0.06692378731537386,0.07749696396535866,0.359191092992098,0.011104430599576413,0.002081382256089517,0.23796092312492634,0.0,0.00610792052530559,0.0,0.19339804991497447,0.0,0.0,0.02315106624904772,0.040657509342023314,0.0047966456257659265,0.015976305711145476,0.09735085697916675,0.0,0.019131897505469297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17201158147112616,0.0,0.0,0.0,0.0,0.0,0.011173833059167852,0.30610327217349553,0.25671819770170645,0.8601657680335497,0.004528429547360401,0.9215572244921186,0.14355704430711796,0.9668787975795885,0.6857662466178149,1.510291690678487e-6,0.011507843245018851,0.16853671749932495,0.4939111712917169,0.18947986424191843,0.8285340493531957,0.3183570253348864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017252166926557157,0.015909229115541712,0.04929964423996655,0.042474027860922595,0.0,0.0,0.0,0.0,0.14417556504263587,0.002645208984797386,0.0,0.0,0.0,0.08241432771586775,PV,PV,PQ,Slack,PQ,PV,PV,PQ,PQ,PV,PV,PQ,PV,PV
