,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,-142.40904863062477,142.4090486306626,-26.42729254770481,233.88765812657581,-331.01012476557486,163.33319697369822,-39.783437786972726,-17.142064234135688,-298.8647523740833,-783.280239339981,-608.0867941253339,40.05622355426323,-119.69108560432173,-167.8445780781806,4.741853019372684,163.1027250588088,2069.9863517111617,469.78083961222916,1438.9095054013915,249.46050274595473,901.6047779484215,615.6785377960259,-392.6355118748844,212.64047332848514
1,-121.64598306272907,121.64598306273729,-189.79696628470364,296.49075877610653,-269.6676527554918,215.74248648147753,-52.76862621738532,23.79595139781344,-260.9809998432661,-710.1380372731849,-595.7435238169834,29.056593936985138,-100.27857685667259,-145.2181847804547,5.309970628362976,139.90821415209462,1826.6835302947825,414.5590105597937,1223.0882498051546,187.7448172698996,934.6866234959525,534.3406722529071,-350.22962071617354,211.0521473023586
2,-150.68388256686998,150.68388256687024,-130.8291569990025,280.9077138674266,-316.4649775312973,219.05729934648713,-52.67087868359385,-5.022235517311856,-247.3282476236875,-777.6050552220445,-572.5719396369251,32.06354380830561,-114.37449262187513,-166.8582750620826,49.44233592093937,117.4159391411299,1973.968431507371,449.12228429633353,1369.8421485379863,245.59062190946588,959.4397415320855,596.9540688840898,-384.6529697558175,199.18104639621333
3,-271.6628308646606,271.6628308646471,-113.08750169603226,254.16680280330638,-299.27076578597257,209.89443127297923,-51.70296659430136,-10.538113806503702,-336.83311488572633,-700.7626868791167,-505.16441628009454,26.396899170140728,-101.44660235957244,-169.14476018667645,16.046463647444682,153.09829653923612,1596.2421700244292,365.74489891812743,1106.550664722266,167.67707043902828,898.1345920391213,601.6646421339792,-314.2167297294402,158.4645645877922
4,-221.03757841037998,221.03757841035292,-70.03490776460666,230.1340590942095,-319.3394193504067,205.50377719837982,-46.26350917755448,-62.230579643662935,-263.29716135630446,-726.5214730100847,-482.001179629724,26.675440981907144,-104.73734771627898,-162.6904926702854,57.22403614609434,105.46645652419787,1746.261921479558,398.2493384012291,1267.0370955685758,197.01063041090492,905.1681096803914,583.0801668883942,-346.0739074044657,156.54555585813185
5,-274.4137534658316,274.41375346582237,-32.49859131573669,228.99285248468544,-376.03014680126853,223.48975595396715,-43.953870321649326,-79.22587409263062,-365.4609070745648,-767.062284401464,-507.74830357276716,31.98507758827546,-124.57011230002841,-187.09021336632114,38.89459537992044,148.19561798641254,1815.0943244421953,414.1645573332268,1307.687706637194,212.25177326257563,988.910742550459,680.4261482967704,-357.00324102688904,163.49754173288585
6,-218.4580189499484,218.4580189499876,2.7875426774565426,201.85789093543883,-396.4440467768753,205.92885620550845,-14.130243041544574,-114.95796350520976,-392.65972590222054,-684.9975097561767,-508.5689549691358,37.260148413130196,-136.67830662281733,-174.67128665241702,57.28399889650976,117.3872877559081,1987.8238384593312,449.85717849209277,1444.978616689523,225.04859886013855,956.9918914745067,632.1397781896594,-386.82727215791357,167.55978071182616
7,-139.75040153003607,139.75040153003596,7.677849292890016,205.54642492359426,-405.9556414678001,206.46869045839327,-13.737323207064556,-109.16023552965575,-385.04747353071696,-702.4493780270124,-548.633686079269,40.67944568345587,-145.70585920180372,-169.41499079526363,65.98443036838488,103.43056042686295,2080.659530963422,470.7236147065788,1501.9100017059986,247.85970686817654,951.341942846946,612.7895889415668,-403.1228564569568,180.2407616458379
8,-166.33420698017756,166.33420698017227,-3.592542496796625,189.2592394321423,-332.3328401410836,183.27214271291157,-36.60599950717305,-110.88247258056504,-280.24120339384956,-656.4975889898667,-383.30387098805096,29.679906682135282,-111.24826797827212,-144.33197935819177,80.77308842007444,63.558890938137,1506.812910070741,350.68378470964086,1050.4013896706033,179.18639069143592,859.0535189777074,508.6043579205725,-292.79481119008267,125.68867541680798
9,-191.61612752760703,191.61612752759913,-74.52379770394964,269.9527117022918,-364.17369383661327,212.1330132976889,-43.38823345943303,-119.86972173961598,-266.22643223774526,-666.8215450870618,-462.0590958556377,37.961711981427186,-129.5556925063119,-171.91075254546587,64.48372325535797,107.42702929011715,1537.580538742584,356.72982188157175,1037.474976164072,197.06970066462327,994.1507516227066,619.5500125766375,-302.90172033552085,145.0205436464571
