,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,-2878.5175464563185,6517.1014394220465,-5924.003753023524,1873.6829480387537,-115.36076124445071,1748.1857200894162,-540.5848685979396,1650.7140449774233,-4042.768358920331,-2065.6968416000223,-2304.761241335461,-1070.6272740298125,-100.88485356574336,-305.7056371967085,1149.155087540863,-4540.505445886446,346.4326237575035,-186.5705806986917,1782.7433613108756,-1739.7601951052497,3811.0637882300957,-1395.3146200274414,-1043.7718119005374,778.4988534091758
1,-2938.881653239711,6197.597730098409,-5018.059152161239,2032.9881457895592,77.37415897230085,2137.058650204018,-461.37263675839034,1552.2759871242304,-3566.2301149949294,-1777.49608937683,-2439.3167856892023,-1133.2692417350115,51.21517415377296,-463.87946161253944,989.5645201012563,-4471.372472359319,340.48731448345455,-170.57517094015822,1625.4221625073533,-1589.307627481506,4080.3907056160433,-773.6669161418788,-988.7250715946502,793.7358544548221
2,-2745.735720286164,5689.904751594836,-5434.472935597668,2016.3558841089439,5.629642294767564,2393.5490350271684,-489.73868845435993,1616.6295790184483,-4102.9283454362685,-1813.563148033389,-2318.143788028994,-1095.8373463821795,-44.80670243715656,-235.96214297387928,1351.5427643452483,-4430.947078348991,48.9448183227521,-223.80364063075174,1877.5545979931107,-1731.4013960242066,3983.9055698268794,-1583.0572028922702,-873.0289228196227,741.56075902303
3,-2046.0912040888177,4769.501791778524,-5570.985418659947,1928.1276676457692,-166.95252579647922,2510.100869111401,-455.5997371341629,1483.674567072668,-3369.2491658169592,-1347.0257016187436,-1678.064643025399,-1027.2082667683237,-179.03635569032875,-253.11395503900667,1245.4508816583107,-5099.126087301219,-224.59929796802655,-274.238083149014,1425.473929386605,-1518.8227293068107,3816.6753229639653,-1893.525522796891,-785.7408267651059,551.8737020691151
4,-2168.1024515978006,4661.3019234718395,-5719.898560040719,1869.9431835218,-383.58910934588675,2676.4603082762706,-490.1468133883193,1317.3432974079928,-4115.515908518535,-1634.864074387861,-1857.759997228155,-972.2294486180466,-320.8713043746439,-165.4583276129881,1399.7692137114277,-4633.3755631211725,-133.0134912646953,-243.06644320843102,1913.686529461489,-1583.510345053976,3806.6413858256615,-1943.8270245390017,-760.8636340013246,585.3006517286046
5,-2030.8229019445855,5217.9720101121375,-6209.862162944485,1903.2403945010783,-411.5407440185618,2963.5016801769107,-523.7958706439323,1452.2071274804855,-3881.4588155589536,-1688.6769602968143,-1838.5417282611888,-963.4924598085721,-337.7327321814079,-189.3376096334771,1400.019623960056,-5059.62137620653,-119.86140347987157,-251.50021007346209,1639.6124750204742,-1611.4131799054396,3920.366433535528,-2106.9818667469112,-803.7849894516116,570.3434471489305
6,-2275.398093667024,4904.036561477047,-6245.76136172733,1840.8197058707028,-478.4579633275721,2933.7028815023027,-612.6512039795446,1401.0061446826462,-4198.2798208171625,-2701.8736062462394,-1968.7388135060128,-925.7161733443309,-385.3651860105122,-164.6941061706209,1407.674589306537,-4721.02313278333,343.6097647566815,-149.25439311126516,1146.926399112772,-1652.6333949028156,3829.4265499095377,-2000.4942257911405,-906.7872724160761,617.3122505357506
7,-2699.6875559207665,4831.91867734434,-6251.534552496979,1865.57578246542,-401.72802897372185,2911.314650292022,-619.4290963377146,1481.6178479775606,-4281.649533045345,-2773.9239465601495,-1900.222397089637,-943.9994115325305,-348.84957215424913,-161.39184929959106,1410.3391016749433,-4407.244965927908,364.93515449849485,-150.01360994551996,1168.8616843661937,-1710.9574494530834,3818.2736501998816,-1836.527050228766,-928.3261129833171,684.2207862795892
8,-1996.946775826768,4368.4704665462195,-5907.84424816805,1756.4487293588852,-595.4742430986107,2698.503897845297,-491.91483657907656,1167.2077595620372,-3832.5538611924985,-1539.7094083422794,-1701.6864231257873,-895.8765134516195,-458.9879286515225,-139.2733379693252,1399.3494125928332,-4154.995820360055,-863.4732813692801,-425.9641954406698,1083.2082666128347,-1450.9814603757543,3688.0394129337174,-1765.6569326994338,-678.1715529103105,537.5362067890362
9,-2202.2583847613796,7330.00454752491,-5695.890101937279,2024.9049641417694,-487.7566716541078,2406.8914326780277,-474.4869316906427,1213.9557314469173,-3787.086191748268,-1483.1549211796944,-1081.444940362353,-1100.44902916406,-482.7505157953824,-206.6203979441791,1395.2933274513105,-4245.836212884228,-1096.8362824793526,-447.09331481627623,904.328741219423,-1466.873512459387,3967.236764766846,-1587.4421384251043,-505.6834087402686,573.9903414999089
