,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,608.0867941253407,82.02160583616865,1099.2870559482103,79.63486205004551,342.90926554970974,-117.44965356879283,201.6704735857051,285.4282261339722,983.6085939404044,1029.392736805237,766.8517370826988,117.44965356878441,122.25206174072778,190.91454241509382,125.84667480878728,431.4936835886841,-1917.6086606506328,-437.93194917633207,-1231.063210390945,347.1433681739188,-248.09873654951457,-497.2107830496414,437.93194917632275,-16.304506375247342
1,595.7435238169835,76.98502874607993,947.3230857186525,71.22198291968476,277.1969409740959,-147.4696704502253,168.48728311267263,210.8077193683257,778.6078239305501,890.2438926482289,768.617962131098,147.46967045023354,101.58904619000238,189.8329737021486,90.52637976155765,424.39797659212536,-1707.240036873892,-389.53585444511293,-1058.731175760893,299.19172422603464,-192.1154259515555,-490.0240415726919,389.5358544451157,-11.358963765517947
2,572.571939636925,20.64374891901855,1029.9555383630416,82.31094881356495,326.13712332941395,-133.24378458505743,184.79393991074718,261.40595822701107,947.9575762438735,971.5391684382319,731.3967422100417,133.24378458505453,115.94769190206318,182.67236798080376,130.50470957120424,450.4891921528996,-1838.3991571562906,-417.66215938283676,-1156.3331083489657,344.516762061965,-246.4524014732658,-450.44931572697004,417.662159382836,-20.683625344887197
3,505.16441628010296,-150.43412694126903,1048.1339155713747,75.04970318943606,310.57300516355645,-116.78206587427744,163.61371157340025,225.85935981753573,799.9298474555283,813.0886097741292,588.2355926150785,116.78206587428483,105.85407236608691,186.71370252990346,137.2924851826217,606.3930937705394,-1505.4698520115733,-339.5537051367221,-976.70232134754,273.0565770825816,-243.146557548725,-397.9709421902735,339.55370513672324,-57.98802463899635
4,482.0011796297098,-105.43200995076688,1052.04921401005,78.06190673436163,343.43772137836277,-100.43583542348503,175.76703340907846,233.34026593047747,959.4590747589244,883.212873559138,582.5311441812682,100.43583542349654,116.62452279306089,172.85881157873519,136.13911797739246,519.9613842490709,-1639.2840042588182,-371.01973237279645,-1058.9799069682183,286.8221368649502,-252.7636407704656,-370.2798411015351,371.019732372798,-44.24953319671875
5,507.7483035727778,-127.64222504827353,1211.7490655686713,92.58503471175129,406.44390965033017,-93.69940811988414,194.75007109062324,288.812579574289,994.3805546891024,938.280998059109,607.6748971824561,93.69940811989706,138.19349938351644,200.60325937230573,155.71216243444638,608.7436163702191,-1699.7066580065177,-384.7798531480064,-1133.0310691497293,291.15690542893196,-293.90566181796135,-426.01478021335924,384.7798531480141,-55.08661110858219
6,508.5689549691243,-89.73495367429098,1192.615199163608,99.418158209686,434.4094866037667,-78.63148444130115,224.9735175290524,311.90480968823795,1136.3675409709263,1083.5361595084064,622.603145215651,78.63148444132568,154.31674008453544,185.6063100079873,139.04638731834376,536.1124275410341,-1847.0435198572627,-421.920157531104,-1308.5096770374569,307.34032511676605,-293.3631274028721,-404.36553818885176,421.9201575310989,-42.011935677920036
7,548.6336860792703,-15.42564393325847,1196.6570870873882,105.02641351834035,438.0720869182296,-80.45870372715024,231.0028029661695,329.3943338278423,1164.1014013019344,1125.7348464866081,657.4764225622095,80.45870372716146,160.80803129745595,179.78076075951503,130.8476406383245,462.2947449611781,-1926.3427667839517,-440.3674945497435,-1356.7376494527794,327.6470377309024,-291.6556719357801,-419.6601625359221,440.3674945497509,-27.208938491990907
8,383.3038709880526,-65.92486157755275,1047.6212649642782,81.56836129613333,377.5234900863652,-77.21386663942957,165.83106616706579,246.9565322034523,880.3690414973776,793.1739337663926,465.4791418638041,77.21386663944016,134.58503447589817,151.8729730330906,111.92636805195828,433.0970924277513,-1400.2583510611921,-312.159877242994,-959.0049999334598,221.51630347328327,-246.51140252785217,-334.97592499322946,312.159877242986,-32.19630585699655
9,462.0590958556354,93.45811823700751,1052.9176990644137,91.59398052487956,400.3729604686014,-126.44836087290977,164.7826208915252,267.6010529813793,854.889008064074,796.3808806456873,499.76868596056386,126.44836087293105,155.85084015127097,185.61079549724946,127.81407545977336,414.894088123053,-1411.0277926077672,-315.27388656662197,-961.1635015372108,214.25127527218768,-283.6649156110427,-470.9091135363141,315.27388656662083,-37.44309282376765
10,399.20204049680046,40.839659422585726,975.3381612738207,88.21481369696085,370.2681009118878,-147.6053488958312,148.96168281027647,246.4782600857252,743.4021840912299,722.8192211287648,484.1111076259864,147.60534889583818,141.63257116053413,180.95420345819093,110.93337620227757,442.15593614797353,-1280.5782509874152,-284.37808454493654,-871.7809039390413,189.75295353348264,-252.5659473628026,-449.9547717518941,284.3780845449289,-33.04082381866897
11,318.6694879029747,-34.10938239695602,787.6174972280008,65.45310700603608,262.4125867886705,-147.59548194083598,116.62995188244459,144.68488779087056,587.0868011479541,569.7510754645268,381.6484799550077,147.59548200535795,106.06537783573029,120.52270007630705,64.39563014752332,343.70239974849494,-1014.7593555573284,-225.93382164515333,-686.3810273317084,156.77585796290862,-170.46100795890493,-279.10321874364934,225.9338216397888,-30.48979848759926
12,422.6647312448489,15.518177187958827,713.0701168115802,56.27310484897896,201.0485250110487,-143.2521637822952,107.9620266635904,139.75214929215872,527.0813014489224,600.6083312623254,539.2238793457416,143.25216378231045,80.98794009560413,143.54972652286233,72.578891686552,366.2076505998609,-1178.0150567859732,-262.5054205436429,-708.5703579259176,214.04738018727852,-153.56683178217395,-360.41054059124235,262.5054205436513,-21.315287196605947
13,449.2385185938567,0.877808853212855,677.614468279369,45.305639363406556,164.2603082949263,-154.19234718296116,110.84364058624325,107.9779192117312,526.1214779582643,623.3174835418422,567.6941343912442,154.19234723027495,70.36668528091869,130.39019291157,66.1610378621736,346.9191043410594,-1234.9275850026995,-276.5888790190572,-734.161124086407,238.0958174942404,-136.5277231292971,-322.83275524711377,276.58887900608204,-24.964157696108387
