time,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13
0.0,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
1.0e-6,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
1.0440865199860352e-5,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.00010484951719846386,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.0010217523375391083,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.010190780540945552,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.02019078054094555,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.030190780540945553,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.040190780540945555,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.050190780540945557,0.9999999992291823,0.9999999992291821,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.06019078054094556,0.9999999992291823,0.9999999992291821,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.07019078054094556,0.9999999992291823,0.999999999229182,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.08019078054094556,0.9999999992291823,0.999999999229182,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.09019078054094555,0.9999999992291823,0.999999999229182,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.10019078054094555,0.9999999992291823,0.999999999229182,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.11019078054094554,0.9999999992291823,0.9999999992291819,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.12019078054094554,0.9999999992291823,0.9999999992291818,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.13019078054094554,0.9999999992291823,0.9999999992291818,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.14019078054094555,0.9999999992291823,0.9999999992291817,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.15019078054094556,0.9999999992291823,0.9999999992291817,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.16019078054094557,0.9999999992291823,0.9999999992291817,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.17019078054094558,0.9999999992291823,0.9999999992291817,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.1801907805409456,0.9999999992291823,0.9999999992291816,0.9999999992291823,0.9999999992291823,0.9999999992291824,0.9999999992291824,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291823
0.1901907805409456,0.9999999992291823,0.9999999992291815,0.9999999992291823,0.9999999992291824,0.9999999992291824,0.9999999992291825,0.9999999992291823,0.9999999992291823,0.9999999992291823,0.9999999992291824
0.2001907805409456,0.9999999992291823,0.9999999992291816,0.9999999992291824,0.9999999992291824,0.9999999992291825,0.9999999992291826,0.9999999992291823,0.9999999992291823,0.9999999992291824,0.9999999992291825
0.21019078054094562,0.9999999992291823,0.9999999992291816,0.9999999992291825,0.9999999992291824,0.9999999992291825,0.9999999992291826,0.9999999992291823,0.9999999992291823,0.9999999992291824,0.9999999992291826
0.22019078054094562,0.9999999992291824,0.9999999992291816,0.9999999992291826,0.9999999992291824,0.9999999992291826,0.9999999992291826,0.9999999992291824,0.9999999992291824,0.9999999992291825,0.9999999992291827
0.23019078054094563,0.9999999992291824,0.9999999992291815,0.9999999992291827,0.9999999992291824,0.9999999992291826,0.9999999992291827,0.9999999992291825,0.9999999992291824,0.9999999992291825,0.9999999992291828
0.24019078054094564,0.9999999992291824,0.9999999992291815,0.9999999992291828,0.9999999992291824,0.9999999992291826,0.9999999992291827,0.9999999992291825,0.9999999992291824,0.9999999992291825,0.9999999992291829
0.2501907805409456,0.9999999992291824,0.9999999992291814,0.9999999992291829,0.9999999992291824,0.9999999992291826,0.9999999992291827,0.9999999992291825,0.9999999992291824,0.9999999992291825,0.9999999992291829
0.26019078054094563,0.9999999992291824,0.9999999992291813,0.999999999229183,0.9999999992291825,0.9999999992291826,0.9999999992291827,0.9999999992291825,0.9999999992291824,0.9999999992291825,0.999999999229183
0.27019078054094564,0.9999999992291824,0.9999999992291811,0.9999999992291831,0.9999999992291826,0.9999999992291826,0.9999999992291827,0.9999999992291825,0.9999999992291824,0.9999999992291825,0.9999999992291831
0.28019078054094565,0.9999999992291824,0.9999999992291809,0.9999999992291833,0.9999999992291826,0.9999999992291826,0.9999999992291827,0.9999999992291825,0.9999999992291824,0.9999999992291825,0.9999999992291831
0.29019078054094566,0.9999999992291825,0.9999999992291806,0.9999999992291833,0.9999999992291825,0.9999999992291827,0.9999999992291827,0.9999999992291825,0.9999999992291825,0.9999999992291826,0.9999999992291831
0.30019078054094567,0.9999999992291826,0.9999999992291806,0.9999999992291833,0.9999999992291825,0.9999999992291828,0.9999999992291828,0.9999999992291825,0.9999999992291826,0.9999999992291827,0.9999999992291831
0.3101907805409457,0.9999999992291827,0.9999999992291805,0.9999999992291833,0.9999999992291825,0.9999999992291829,0.9999999992291829,0.9999999992291826,0.9999999992291827,0.9999999992291828,0.9999999992291831
0.3201907805409457,0.9999999992291827,0.9999999992291804,0.9999999992291833,0.9999999992291825,0.9999999992291829,0.9999999992291829,0.9999999992291827,0.9999999992291827,0.9999999992291828,0.9999999992291831
0.3301907805409457,0.9999999992291827,0.99999999922918,0.9999999992291833,0.9999999992291825,0.9999999992291829,0.9999999992291828,0.9999999992291828,0.9999999992291827,0.9999999992291828,0.9999999992291831
0.3401907805409457,0.9999999992291827,0.9999999992291798,0.9999999992291833,0.9999999992291826,0.9999999992291829,0.9999999992291828,0.9999999992291828,0.9999999992291827,0.9999999992291828,0.9999999992291831
0.3501907805409457,0.9999999992291827,0.9999999992291795,0.9999999992291833,0.9999999992291827,0.9999999992291829,0.9999999992291828,0.9999999992291828,0.9999999992291827,0.9999999992291828,0.9999999992291833
0.3601907805409457,0.9999999992291827,0.9999999992291791,0.9999999992291834,0.9999999992291827,0.9999999992291829,0.9999999992291828,0.9999999992291828,0.9999999992291827,0.9999999992291829,0.9999999992291834
0.37019078054094573,0.9999999992291828,0.999999999229179,0.9999999992291835,0.9999999992291828,0.9999999992291829,0.9999999992291828,0.9999999992291828,0.9999999992291827,0.9999999992291829,0.9999999992291835
0.38019078054094574,0.9999999992291828,0.9999999992291787,0.9999999992291836,0.9999999992291828,0.999999999229183,0.9999999992291829,0.9999999992291828,0.9999999992291827,0.9999999992291829,0.9999999992291835
0.39019078054094575,0.9999999992291828,0.9999999992291783,0.9999999992291836,0.9999999992291828,0.9999999992291831,0.9999999992291829,0.9999999992291828,0.9999999992291828,0.999999999229183,0.9999999992291836
0.40019078054094576,0.9999999992291829,0.9999999992291779,0.9999999992291836,0.9999999992291829,0.999999999229183,0.9999999992291829,0.9999999992291828,0.9999999992291829,0.9999999992291831,0.9999999992291836
0.41019078054094577,0.9999999992291829,0.9999999992291774,0.9999999992291836,0.999999999229183,0.999999999229183,0.9999999992291829,0.9999999992291829,0.9999999992291829,0.9999999992291831,0.9999999992291836
0.4201907805409458,0.9999999992291829,0.9999999992291767,0.9999999992291836,0.9999999992291831,0.999999999229183,0.9999999992291829,0.999999999229183,0.9999999992291829,0.9999999992291831,0.9999999992291836
