time,o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13
0.0,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141
1.0e-6,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141
1.1e-5,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141
0.00011099999999999999,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141
0.0011109999999999998,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141
0.011110999999999996,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141
0.021110999999999998,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141
0.031111,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535143,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141
0.041111,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535143,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141
0.051111000000000004,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535143,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141
0.061111000000000006,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535146,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141
0.07111100000000001,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535148,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141
0.081111,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535148,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141
0.091111,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535148,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141
0.10111099999999999,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535148,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141
0.11111099999999999,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535148,1.0000000004535141,1.000000000453514,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141
0.12111099999999998,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535148,1.0000000004535141,1.000000000453514,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141,1.0000000004535141
