time,active_power,reactive_power
0.0,500.00000089845366,-7.679491649259518e-5
9.999999999999999e-5,500.0000008984464,-7.679491677015093e-5
0.0011,500.00000089844593,-7.679491600409705e-5
0.011099999999999999,500.0000008984465,-7.679491680345762e-5
0.11109999999999998,500.00000089844565,-7.679491755840928e-5
1.1110999999999995,500.00000089844605,-7.679491754730705e-5
2.1111,500.0000008984465,-7.679491857981446e-5
3.1111,500.0000008984464,-7.679491768053381e-5
4.1111,500.0000008984459,-7.679492154410994e-5
5.1111,500.00000089844673,-7.679492262102627e-5
6.1111,500.0000008984462,-7.679492396439613e-5
7.1111,500.0000008984467,-7.679492244339059e-5
8.1111,500.000000898445,-7.679492334267124e-5
9.1111,500.0000008984461,-7.679492003420663e-5
10.111099999999999,500.0000008984454,-7.679491659251525e-5
11.111099999999999,500.00000089844485,-7.679491460521604e-5
12.111099999999999,500.00000089844525,-7.679491096368452e-5
13.111099999999997,500.00000089844514,-7.679491207390754e-5
14.111099999999999,500.0000008984463,-7.679491582646136e-5
15.1111,500.0000008984456,-7.679492028955792e-5
16.1111,500.00000089844735,-7.679492491918793e-5
17.1111,500.0000008984456,-7.679492664003362e-5
18.1111,500.00000089844576,-7.679492981527147e-5
19.111100000000004,500.00000089844525,-7.67949301927473e-5
20.111100000000004,500.0000008984446,-7.679493014833838e-5
21.111100000000004,500.000000898444,-7.679493018164507e-5
22.111100000000008,500.00000089844434,-7.679492841639046e-5
23.111100000000008,500.0000008984459,-7.679492962653356e-5
24.111100000000008,500.0000008984462,-7.679493101431234e-5
25.111100000000008,500.0000008984465,-7.679493321255393e-5
26.111100000000008,500.00000089844673,-7.679493472245724e-5
27.11110000000001,500.000000898447,-7.679493372325652e-5
28.11110000000001,500.0000008984461,-7.679493534418214e-5
29.11110000000001,500.0000008984462,-7.679493205792198e-5
30.111100000000015,500.0000008984455,-7.679492936008003e-5
31.111100000000015,500.000000898445,-7.679492655121578e-5
32.111100000000015,500.0000008984459,-7.679492525225484e-5
33.111100000000015,500.0000008984462,-7.679492040058022e-5
34.111100000000015,500.0000008984465,-7.679491365042423e-5
35.111100000000015,500.00000089844576,-7.67949083879671e-5
36.11110000000002,500.0000008984432,-7.679490076073492e-5
37.11110000000002,500.0000008984424,-7.67948943658503e-5
38.11110000000002,500.0000008984408,-7.679489028022957e-5
39.11110000000002,500.0000008984409,-7.679489310019605e-5
40.11110000000002,500.0000008984404,-7.679489780754167e-5
41.11110000000002,500.0000008984406,-7.679490920953214e-5
42.11110000000002,500.00000089844116,-7.679492246559505e-5
43.11110000000002,500.0000008984437,-7.679493737589027e-5
44.11110000000002,500.0000008984467,-7.679495411805348e-5
45.11110000000003,500.0000008984486,-7.679496800694352e-5
46.11110000000003,500.0000008984525,-7.679497942003621e-5
47.11110000000003,500.0000008984542,-7.679498407187069e-5
48.11110000000003,500.0000008984549,-7.679497844303995e-5
49.11110000000003,500.000000898455,-7.679497162627058e-5
50.11110000000003,500.0000008984527,-7.679495671597536e-5
51.11110000000003,500.00000089844923,-7.679493874146459e-5
52.111100000000036,500.00000089844497,-7.679491995649101e-5
53.111100000000036,500.0000008984414,-7.679490239276276e-5
54.111100000000036,500.00000089843695,-7.679488492895459e-5
55.111100000000036,500.0000008984341,-7.679487444844924e-5
56.111100000000036,500.0000008984322,-7.679486906386757e-5
57.111100000000036,500.00000089843206,-7.679487145084707e-5
58.111100000000036,500.00000089843286,-7.67948801994045e-5
59.111100000000036,500.00000089843695,-7.67948971192034e-5
60.111100000000036,500.00000089843996,-7.679491651479964e-5
61.11110000000004,500.0000008984446,-7.679493417844796e-5
62.11110000000004,500.0000008984472,-7.679495532819658e-5
63.11110000000004,500.00000089845065,-7.679497109336353e-5
64.11110000000005,500.0000008984521,-7.679498240653615e-5
65.11110000000005,500.00000089845605,-7.679499087753783e-5
66.11110000000005,500.00000089845616,-7.679499179902294e-5
67.11110000000005,500.00000089845634,-7.679498914558991e-5
68.11110000000005,500.0000008984562,-7.679497968648974e-5
69.11110000000005,500.0000008984524,-7.679496536461272e-5
70.11110000000005,500.00000089845156,-7.679494796741793e-5
71.11110000000005,500.00000089844735,-7.679492919354658e-5
72.11110000000005,500.00000089844445,-7.679491275114358e-5
73.11110000000005,500.0000008984399,-7.679489523182426e-5
74.11110000000005,500.0000008984375,-7.679488353007358e-5
75.11110000000005,500.00000089843536,-7.679487514788974e-5
76.11110000000005,500.00000089843365,-7.679487115108685e-5
77.11110000000005,500.00000089843286,-7.679487225020765e-5
78.11110000000005,500.00000089843553,-7.679488231993048e-5
79.11110000000005,500.000000898436,-7.679489396617001e-5
80.11110000000005,500.00000089843934,-7.679490867662508e-5
