Name,Solar_0,Solar_1,Solar_2,Solar_3,Solar_4,Solar_5,Solar_6,Solar_7,Solar_8,Solar_9,Solar_10,Solar_11,Solar_12,Solar_13,Gas_0,Gas_1,Gas_2,Gas_3,Gas_4,Gas_5,Gas_6,Gas_7,Gas_8,Gas_9,Gas_10,Gas_11,Gas_12,Gas_13,Hard Coal_0,Hard Coal_1,Hard Coal_2,Hard Coal_3,Hard Coal_4,Hard Coal_5,Hard Coal_6,Hard Coal_7,Hard Coal_8,Hard Coal_9,Hard Coal_10,Hard Coal_11,Hard Coal_12,Hard Coal_13,Run of River_0,Run of River_1,Run of River_2,Run of River_3,Run of River_4,Run of River_5,Run of River_6,Run of River_7,Run of River_8,Run of River_9,Run of River_10,Run of River_11,Run of River_12,Run of River_13,Waste_0,Waste_1,Waste_2,Waste_3,Waste_4,Waste_5,Waste_6,Waste_7,Waste_8,Waste_9,Waste_10,Waste_11,Waste_12,Waste_13,Brown Coal_0,Brown Coal_1,Brown Coal_2,Brown Coal_3,Brown Coal_4,Brown Coal_5,Brown Coal_6,Brown Coal_7,Brown Coal_8,Brown Coal_9,Brown Coal_10,Brown Coal_11,Brown Coal_12,Brown Coal_13,Geothermal_0,Geothermal_1,Geothermal_2,Geothermal_3,Geothermal_4,Geothermal_5,Geothermal_6,Geothermal_7,Geothermal_8,Geothermal_9,Geothermal_10,Geothermal_11,Geothermal_12,Geothermal_13,Wind Offshore_0,Wind Offshore_1,Wind Offshore_2,Wind Offshore_3,Wind Offshore_4,Wind Offshore_5,Wind Offshore_6,Wind Offshore_7,Wind Offshore_8,Wind Offshore_9,Wind Offshore_10,Wind Offshore_11,Wind Offshore_12,Wind Offshore_13,Wind Onshore_0,Wind Onshore_1,Wind Onshore_2,Wind Onshore_3,Wind Onshore_4,Wind Onshore_5,Wind Onshore_6,Wind Onshore_7,Wind Onshore_8,Wind Onshore_9,Wind Onshore_10,Wind Onshore_11,Wind Onshore_12,Wind Onshore_13,Nuclear_0,Nuclear_1,Nuclear_2,Nuclear_3,Nuclear_4,Nuclear_5,Nuclear_6,Nuclear_7,Nuclear_8,Nuclear_9,Nuclear_10,Nuclear_11,Nuclear_12,Nuclear_13,Oil_0,Oil_1,Oil_2,Oil_3,Oil_4,Oil_5,Oil_6,Oil_7,Oil_8,Oil_9,Oil_10,Oil_11,Oil_12,Oil_13,Other_0,Other_1,Other_2,Other_3,Other_4,Other_5,Other_6,Other_7,Other_8,Other_9,Other_10,Other_11,Other_12,Other_13,Storage Hydro_0,Storage Hydro_1,Storage Hydro_2,Storage Hydro_3,Storage Hydro_4,Storage Hydro_5,Storage Hydro_6,Storage Hydro_7,Storage Hydro_8,Storage Hydro_9,Storage Hydro_10,Storage Hydro_11,Storage Hydro_12,Storage Hydro_13
P_nom,1800.6761267751324,3292.4485885274,4274.38343565934,2211.8842483243006,3691.026696720191,3198.4110990425897,1935.52596551992,1327.21671880585,5365.182226208401,2180.92524450687,3056.2878484196,1693.2514784917898,1408.1138618291998,1606.191240260168,2854.2000000000007,4027.9500000000003,687.5,1632.5,1702.44,2135.8,432.29999999999995,154.7,2329.7,4246.599999999999,1355.6,1019.9000000000001,318.4,1015.54,3490.9,127.5,529.2,1906.3,5780.3,777.0,1690.0,18.5,805.0,4832.5,17.4,2597.0,508.0,2233.0,257.4,164.5,910.4000000000001,23.5,150.2,31.7,374.8,265.9,1091.0,379.5,89.0,203.3,48.0,9.9,400.00000000000006,239.8,21.0,85.9,261.0,178.6,40.4,13.6,141.0,27.2,74.3,55.1,17.0,91.0,10444.1,2470.1,875.0,33.5,0.0,4928.0,750.0,465.0,0.0,857.0,0.0,56.8,0.0,0.0,0.0,0.0,0.0,0.6,0.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1447.2,0.0,0.0,0.0,0.0,0.0,48.3,1478.0,1355.858276268614,5861.736881580398,418.0681864133528,3224.6336664482687,1307.9534656698331,5235.767395833634,6393.8669391150015,164.68367166723797,198.92797915368484,2157.874507867103,1462.2521218713798,2495.9609186854263,3714.1001807422,3348.21113788026,0.0,1360.0,2572.0,0.0,2712.0,0.0,1410.0,0.0,1410.0,1329.0,1275.0,0.0,0.0,0.0,297.3,248.0,57.3,250.6,276.4,660.5,612.5,0.0,138.8,0.0,24.8,0.0,0.0,144.0,1444.8,42.7,6.0,372.5,176.1,124.5,70.6,19.7,23.3,412.6,0.0,185.0,0.0,150.0,29.0,82.5,169.5,99.0,0.0,0.0,158.0,0.0,500.0,15.0,0.0,0.0,0.0,392.0
Q_nom,2268.851919736667,4148.4852215445235,5385.723128930768,2786.974152888619,4650.693637867441,4029.997984793663,2438.7627165550994,1672.2930656953708,6760.129605022585,2747.965808078656,3850.9226890086957,2133.4968628996553,1774.2234659047917,2023.8009627278116,3596.292000000001,5075.217000000001,866.25,2056.95,2145.0744,2691.108,544.698,194.922,2935.4219999999996,5350.715999999999,1708.0559999999998,1285.074,401.18399999999997,1279.5804,4398.534000000001,160.65,666.792,2401.938,7283.178,979.02,2129.4,23.31,1014.3,6088.95,21.924,3272.22,640.08,2813.58,324.32399999999996,207.27,1147.104,29.61,189.25199999999998,39.942,472.248,335.034,1374.66,478.17,112.14,256.158,60.480000000000004,12.474,504.00000000000006,302.148,26.46,108.23400000000001,328.86,225.036,50.903999999999996,17.136,177.66,34.272,93.618,69.426,21.42,114.66,13159.566,3112.326,1102.5,42.21,0.0,6209.28,945.0,585.9,0.0,1079.82,0.0,71.568,0.0,0.0,0.0,0.0,0.0,0.756,0.0,29.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,1823.472,0.0,0.0,0.0,0.0,0.0,60.858,1862.28,1708.3814280984536,7385.788470791302,526.7659148808245,4063.0384197248186,1648.0213667439898,6597.066918750378,8056.272343284902,207.50142630071986,250.6492537336429,2718.92187991255,1842.4376735579385,3144.9107575436374,4679.766227735172,4218.746033729128,0.0,1713.6,3240.72,0.0,3417.12,0.0,1776.6,0.0,1776.6,1674.54,1606.5,0.0,0.0,0.0,374.598,312.48,72.198,315.756,348.26399999999995,832.23,771.75,0.0,174.888,0.0,31.248,0.0,0.0,181.44,1820.4479999999999,53.80200000000001,7.5600000000000005,469.35,221.886,156.87,88.95599999999999,24.822,29.358,519.876,0.0,233.1,0.0,189.0,36.54,103.95,213.57,124.74,0.0,0.0,199.08,0.0,630.0,18.9,0.0,0.0,0.0,493.92
