time,o5,o6,o7,o8,o9,o10,o11,o12,o13
0.0,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
1.0e-6,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
1.1e-5,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.00010483775654377134,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.0009739707012704425,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.009665300148537155,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.019665300148537155,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.029665300148537153,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.039665300148537155,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.04966530014853716,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.05966530014853716,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.06966530014853715,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.07966530014853715,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.08966530014853714,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.09966530014853714,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.10966530014853713,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.11966530014853713,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.12966530014853714,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.13966530014853715,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.14966530014853716,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.15966530014853716,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.16966530014853717,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.17966530014853718,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.1896653001485372,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.1996653001485372,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.2096653001485372,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.21966530014853722,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.22966530014853723,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.23966530014853724,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
0.24966530014853724,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966,1.0000000003164966
