time,va0,va1,va2,va3,va4,va5,va6,va7,va8,va9,va10,va11,va12,va13
0.0,-0.021489943568406302,-0.05734199699804736,0.018738427167048557,-0.08720213650989819,-0.11279195213354762,-1.4046165385520571e-8,-0.021222063174956052,0.00548033267575873,-0.060848026997561734,-0.062372704117266295,-0.11066643980409521,0.058705429013842146,0.030510886362348656,0.009887632349853875
1.0e-6,-0.021489943568405497,-0.0573419969980467,0.018738427167049296,-0.08720213650989736,-0.11279195213354674,-1.4046164612034418e-8,-0.02122206317495525,0.005480332675759479,-0.06084802699756089,-0.06237270411726537,-0.11066643980409437,0.05870542901384291,0.03051088636234943,0.009887632349854682
1.1e-5,-0.0214899435684051,-0.057341996998045895,0.018738427167049494,-0.08720213650989692,-0.11279195213354609,-1.4046164109107445e-8,-0.02122206317495464,0.005480332675759759,-0.06084802699756045,-0.06237270411726491,-0.11066643980409369,0.058705429013843013,0.030510886362349953,0.009887632349854951
0.00011099999999999999,-0.021489943568406732,-0.05734199699804779,0.018738427167048183,-0.08720213650989869,-0.11279195213354809,-1.4046165687257369e-8,-0.021222063174956368,0.005480332675758372,-0.0608480269975622,-0.06237270411726674,-0.11066643980409566,0.058705429013841806,0.03051088636234837,0.009887632349853475
0.0010770960526776713,-0.021489943568407575,-0.05734199699804859,0.018738427167047433,-0.08720213650989965,-0.11279195213354899,-1.40461664841052e-8,-0.021222063174957145,0.005480332675757452,-0.060848026997563184,-0.062372704117267676,-0.11066643980409653,0.05870542901384106,0.030510886362347736,0.009887632349852626
0.010304584259464,-0.02148994356840662,-0.05734199699804758,0.018738427167048204,-0.08720213650989857,-0.11279195213354774,-1.4046165632089668e-8,-0.021222063174956247,0.005480332675758376,-0.06084802699756214,-0.062372704117266614,-0.11066643980409532,0.058705429013841764,0.03051088636234845,0.009887632349853532
0.020304584259464,-0.021489943568406257,-0.05734199699804713,0.018738427167048554,-0.08720213650989814,-0.11279195213354734,-1.4046165193821853e-8,-0.0212220631749558,0.005480332675758734,-0.0608480269975616,-0.06237270411726614,-0.11066643980409485,0.058705429013842104,0.03051088636234889,0.009887632349853955
0.030304584259464,-0.021489943568405605,-0.057341996998046624,0.018738427167049237,-0.08720213650989765,-0.11279195213354679,-1.404616460039995e-8,-0.021222063174955067,0.005480332675759395,-0.06084802699756115,-0.062372704117265636,-0.11066643980409437,0.0587054290138428,0.03051088636234968,0.009887632349854559
0.040304584259464,-0.021489943568405615,-0.05734199699804665,0.018738427167049137,-0.08720213650989751,-0.11279195213354676,-1.4046164675642823e-8,-0.021222063174955192,0.0054803326757593045,-0.06084802699756112,-0.06237270411726557,-0.11066643980409425,0.05870542901384273,0.030510886362349488,0.00988763234985458
0.050304584259464005,-0.021489943568406174,-0.05734199699804717,0.01873842716704877,-0.08720213650989814,-0.11279195213354741,-1.4046165118777573e-8,-0.0212220631749557,0.005480332675758878,-0.060848026997561616,-0.062372704117266135,-0.11066643980409499,0.05870542901384238,0.030510886362349054,0.009887632349854007
0.06030458425946401,-0.0214899435684055,-0.057341996998046416,0.01873842716704925,-0.08720213650989748,-0.11279195213354662,-1.4046164483632776e-8,-0.02122206317495508,0.005480332675759398,-0.06084802699756106,-0.062372704117265476,-0.11066643980409407,0.058705429013842764,0.030510886362349606,0.009887632349854486
0.07030458425946401,-0.021489943568408613,-0.05734199699804955,0.01873842716704617,-0.08720213650990043,-0.1127919521335497,-1.4046167520051893e-8,-0.021222063174958252,0.005480332675756403,-0.060848026997563975,-0.06237270411726838,-0.11066643980409731,0.0587054290138399,0.030510886362346563,0.00988763234985171
0.080304584259464,-0.021489943568404852,-0.05734199699804587,0.018738427167049803,-0.08720213650989676,-0.11279195213354609,-1.4046163878762588e-8,-0.021222063174954467,0.00548033267576004,-0.06084802699756034,-0.06237270411726481,-0.1106664398040937,0.05870542901384328,0.030510886362350137,0.009887632349855189
0.090304584259464,-0.02148994356840598,-0.05734199699804699,0.018738427167048634,-0.08720213650989779,-0.11279195213354719,-1.4046165052788582e-8,-0.021222063174955792,0.005480332675758895,-0.06084802699756142,-0.06237270411726581,-0.11066643980409471,0.05870542901384213,0.03051088636234895,0.00988763234985419
0.100304584259464,-0.021489943568405206,-0.05734199699804629,0.01873842716704943,-0.08720213650989708,-0.11279195213354647,-1.4046164238572764e-8,-0.021222063174954894,0.005480332675759667,-0.06084802699756063,-0.06237270411726518,-0.11066643980409416,0.058705429013842875,0.030510886362349728,0.009887632349854868
0.11030458425946399,-0.021489943568405414,-0.05734199699804656,0.018738427167049227,-0.08720213650989754,-0.11279195213354686,-1.404616444793466e-8,-0.02122206317495505,0.005480332675759472,-0.06084802699756106,-0.0623727041172655,-0.11066643980409432,0.05870542901384264,0.030510886362349634,0.009887632349854559
0.12030458425946398,-0.02148994356840879,-0.05734199699804997,0.018738427167046205,-0.08720213650990072,-0.11279195213355023,-1.4046167690309726e-8,-0.021222063174958394,0.005480332675756332,-0.06084802699756427,-0.0623727041172688,-0.1106664398040978,0.05870542901383993,0.03051088636234649,0.00988763234985146
0.13030458425946398,-0.02148994356840655,-0.057341996998047685,0.018738427167048287,-0.08720213650989866,-0.11279195213354794,-1.404616555083417e-8,-0.021222063174956222,0.005480332675758508,-0.06084802699756209,-0.06237270411726662,-0.11066643980409548,0.05870542901384198,0.03051088636234858,0.009887632349853681
