time,o5,o8,o9,o10,o11,o12,o13
0.0,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963
1.0e-6,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963
1.06980680929941e-5,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963
0.00010574890472281338,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963
0.0009753972466266921,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963
0.009671880665665478,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963
0.019671880665665477,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963
0.02967188066566548,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963
0.03967188066566548,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963
0.04967188066566548,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963
0.059671880665665485,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963
0.06967188066566549,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963
0.07967188066566548,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963
0.08967188066566548,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963
0.09967188066566547,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963
0.10967188066566547,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963
0.11967188066566546,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963
0.12967188066566546,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963
0.13967188066566547,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963,0.9999999996407963
