name,bus0,bus1,c_nfkm,cables,frequency,from_relation,i_th_max_a,length,length_m,num_parallel,operator,osm_name,r_ohmkm,ref,s_nom,type,voltage,wires,wkt_srid_4326,x_ohmkm,x,r,b,s_max_pu,build_year,carrier,x_pu_eff,r_pu_eff,s_nom_opt,v_nom
721,135,448,13.7,3.0,50.0,1082812.0,2.6,28.631,28631.0,1.0,Amprion,Schwerterheide Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.7186272145384 51.5342075115271,7.42474524551043 51.4592583943398)",0.25,7.043226,0.85893,0.00012412677618560254,0.7,0,AC,4.877580332409972e-05,5.9482686980609415e-06,1711.26619788,380.0
722,109,448,13.7,3.0,50.0,1082812.0,2.6,8.884,8884.0,1.0,Amprion,Schwerterheide Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.31318284290137 51.4466113896128,7.42474524551043 51.4592583943398)",0.25,2.185464,0.26652,3.851567460559858e-05,0.7,0,AC,1.5134792243767313e-05,1.8457063711911356e-06,1711.26619788,380.0
723,112,448,13.7,3.0,50.0,1082812.0,2.6,15.771,15771.0,1.0,Amprion,Schwerterheide Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.42474524551043 51.4592583943398)",0.25,3.8796660000000003,0.47313,6.837355968087519e-05,0.7,0,AC,2.6867493074792244e-05,3.2765235457063713e-06,1711.26619788,380.0
724,113,449,13.7,3.0,50.0,1082813.0,2.6,11.486,11486.0,1.0,Amprion,Oerkhaus West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.12323882950453 51.5256121803004,7.12336046768833 51.4473443869048)",0.25,2.825556,0.34458,4.9796379842402664e-05,0.7,0,AC,1.9567562326869806e-05,2.386288088642659e-06,1711.26619788,380.0
725,132,449,13.7,3.0,50.0,1082813.0,2.6,39.21,39210.0,1.0,Amprion,Oerkhaus West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.00877914033175 51.1742549180397,7.12336046768833 51.4473443869048)",0.25,9.64566,1.1763,0.000169990950167213,0.7,0,AC,6.679819944598338e-05,8.14612188365651e-06,1711.26619788,380.0
726,107,449,13.7,3.0,50.0,1082813.0,2.6,0.129,129.0,1.0,Amprion,Oerkhaus West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.1255729106725 51.4489772588145,7.12336046768833 51.4473443869048)",0.25,0.031734,0.00387,5.59266324192055e-07,0.7,0,AC,2.1976454293628808e-07,2.68005540166205e-08,1711.26619788,380.0
727,450,451,13.7,3.0,50.0,1082817.0,2.6,0.455,455.0,1.0,Amprion,Witten West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.41670791195847 51.4570521583476,7.41658261384975 51.4607823586596)",0.25,0.11193,0.01365,1.9726060271890314e-06,0.7,0,AC,7.751385041551247e-07,9.452908587257618e-08,1711.26619788,380.0
728,112,451,13.7,3.0,50.0,1082817.0,2.6,16.266,16266.0,1.0,Amprion,Witten West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.35311186939787 51.5758105020818,7.41658261384975 51.4607823586596)",0.25,4.001435999999999,0.4879799999999999,7.051958162254237e-05,0.7,0,AC,2.7710775623268693e-05,3.379362880886426e-06,1711.26619788,380.0
729,109,451,13.7,3.0,50.0,1082817.0,2.6,8.291,8291.0,1.0,Amprion,Witten West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.31318284290137 51.4466113896128,7.41658261384975 51.4607823586596)",0.25,2.039586,0.24873,3.5944783673459906e-05,0.7,0,AC,1.41245567867036e-05,1.7225069252077563e-06,1711.26619788,380.0
730,119,453,13.7,3.0,50.0,1082945.0,2.6,60.217,60217.0,1.0,Amprion,Selhausen West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.45655246642153 50.8713380368705,6.53303653131644 50.3922427776709)",0.25,14.813381999999999,1.8065099999999998,0.00026106465305327886,0.7,0,AC,0.00010258574792243767,1.251045706371191e-05,1711.26619788,380.0
731,100,453,13.7,3.0,50.0,1082945.0,2.6,58.563,58563.0,1.0,Amprion,Selhausen West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.47473977006816 49.9224692993999,6.53303653131644 50.3922427776709)",0.25,14.406498000000001,1.75689,0.0002538939049896071,0.7,0,AC,9.97679916897507e-05,1.2166828254847647e-05,1711.26619788,380.0
732,452,453,13.7,3.0,50.0,1082945.0,2.6,0.344,344.0,1.0,Amprion,Selhausen West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.53175001008574 50.39005126464,6.53303653131644 50.3922427776709)",0.25,0.08462399999999999,0.01032,1.4913768645121466e-06,0.7,0,AC,5.860387811634348e-07,7.146814404432132e-08,1711.26619788,380.0
733,124,454,13.7,3.0,50.0,1082950.0,2.6,0.376,376.0,1.0,Amprion,Neurath 2b,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.61240231530956 51.0359242594819,6.60879226770999 51.0346787720857)",0.25,0.092496,0.01128,1.630109596094672e-06,0.7,0,AC,6.405540166204985e-07,7.811634349030471e-08,1711.26619788,380.0
734,125,454,13.7,3.0,50.0,1082950.0,2.6,35.531,35531.0,1.0,Amprion,Neurath 2b,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.96568442352005 51.0693295322353,6.60879226770999 51.0346787720857)",0.25,8.740625999999999,1.0659299999999998,0.00015404102143308455,0.7,0,AC,6.053065096952908e-05,7.381786703601107e-06,1711.26619788,380.0
735,131,454,13.7,3.0,50.0,1082950.0,2.6,0.226,226.0,1.0,Amprion,Neurath 2b,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.80109333956604 51.1225390518584,6.60879226770999 51.0346787720857)",0.25,0.055596,0.00678,9.797999168015848e-07,0.7,0,AC,3.8501385041551246e-07,4.695290858725762e-08,1711.26619788,380.0
736,455,456,13.7,3.0,50.0,1082951.0,2.6,13.64,13640.0,1.0,Amprion,Meerbusch West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.80890624663756 51.2686075940546,6.72033167479422 51.3441235773954)",0.25,3.35544,0.4092,5.91348268370514e-05,0.7,0,AC,2.323711911357341e-05,2.8337950138504155e-06,1711.26619788,380.0
737,173,456,13.7,3.0,50.0,1082951.0,2.6,16.533,16533.0,1.0,Amprion,Meerbusch West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.62284323546559 51.258713368098,6.72033167479422 51.3441235773954)",0.25,4.067118000000001,0.49599000000000004,7.167713285168408e-05,0.7,0,AC,2.816563711911358e-05,3.4348337950138507e-06,1711.26619788,380.0
738,184,456,13.7,3.0,50.0,1082951.0,2.6,23.236,23236.0,1.0,Amprion,Meerbusch West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.61738109142906 51.4757909635544,6.72033167479422 51.3441235773954)",0.25,5.716056,0.69708,0.00010073730472036116,0.7,0,AC,3.958487534626039e-05,4.8274238227146815e-06,1711.26619788,380.0
739,452,453,13.7,3.0,50.0,1082968.0,2.6,0.341,341.0,1.0,Amprion,Selhausen Ost,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.53175001008574 50.39005126464,6.53303653131644 50.3922427776709)",0.25,0.083886,0.010230000000000001,1.478370670926285e-06,0.7,0,AC,5.809279778393352e-07,7.084487534626039e-08,1711.26619788,380.0
740,119,453,13.7,3.0,50.0,1082968.0,2.6,60.217,60217.0,1.0,Amprion,Selhausen Ost,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.45655246642153 50.8713380368705,6.53303653131644 50.3922427776709)",0.25,14.813381999999999,1.8065099999999998,0.00026106465305327886,0.7,0,AC,0.00010258574792243767,1.251045706371191e-05,1711.26619788,380.0
741,100,453,13.7,3.0,50.0,1082968.0,2.6,58.563,58563.0,1.0,Amprion,Selhausen Ost,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(6.47473977006816 49.9224692993999,6.53303653131644 50.3922427776709)",0.25,14.406498000000001,1.75689,0.0002538939049896071,0.7,0,AC,9.97679916897507e-05,1.2166828254847647e-05,1711.26619788,380.0
742,144,457,11.5,3.0,50.0,1082978.0,1.3,11.605,11605.0,1.0,Amprion,Hochlarmark West,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.17937912538938 51.4722019484347,7.13937473425833 51.5608313916517)",0.32,3.493105,0.6963,4.5572728431136946e-05,0.7,0,AC,7.21715909090909e-05,1.4386363636363636e-05,495.366530965,220.0
743,140,457,11.5,3.0,50.0,1082978.0,1.3,10.574,10574.0,1.0,Amprion,Hochlarmark West,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.2640834625924 51.5735734103802,7.13937473425833 51.5608313916517)",0.32,3.1827739999999998,0.63444,4.1524000898823094e-05,0.7,0,AC,6.575979338842975e-05,1.3108264462809918e-05,495.366530965,220.0
744,87_220kV,457,11.5,3.0,50.0,1082978.0,1.3,17.383,17383.0,1.0,Amprion,Hochlarmark West,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.06030699176008 51.6964760130648,7.13937473425833 51.5608313916517)",0.32,5.232283,1.04298,6.826288137168922e-05,0.7,0,AC,0.00010810502066115703,2.154917355371901e-05,495.366530965,220.0
745,165_220kV,458_220kV,11.5,3.0,50.0,1082988.0,1.3,76.723,76723.0,1.0,Amprion,Haarstrang Ost,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.41946378046051 51.4575100936229)",0.32,23.093622999999997,4.60338,0.00030129051645171214,0.7,0,AC,0.0004771409710743801,9.511115702479337e-05,495.366530965,220.0
746,141,458_220kV,11.5,3.0,50.0,1082988.0,1.3,12.092,12092.0,1.0,Amprion,Haarstrang Ost,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.2789471130269 51.4722816773138,7.41946378046051 51.4575100936229)",0.32,3.639692,0.72552,4.748517295900973e-05,0.7,0,AC,7.52002479338843e-05,1.49900826446281e-05,495.366530965,220.0
747,450_220kV,458_220kV,11.5,3.0,50.0,1082988.0,1.3,0.14,140.0,1.0,Amprion,Haarstrang Ost,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.41670791195847 51.4570521583476,7.41946378046051 51.4575100936229)",0.32,0.042140000000000004,0.008400000000000001,5.49778714378214e-07,0.7,0,AC,8.706611570247935e-07,1.7355371900826448e-07,495.366530965,220.0
748,106_220kV,460,11.5,3.0,50.0,1082991.0,1.3,5.295,5295.0,1.0,Amprion,Welper Ost,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.16721460965932 51.3899067582106,7.17920262035811 51.4218244823956)",0.32,1.5937949999999999,0.3177,2.0793416375947446e-05,0.7,0,AC,3.2929648760330575e-05,6.564049586776859e-06,495.366530965,220.0
749,144,460,11.5,3.0,50.0,1082991.0,1.3,6.85,6850.0,1.0,Amprion,Welper Ost,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.17937912538938 51.4722019484347,7.17920262035811 51.4218244823956)",0.32,2.0618499999999997,0.411,2.6899887096362606e-05,0.7,0,AC,4.2600206611570245e-05,8.491735537190082e-06,495.366530965,220.0
750,459,460,11.5,3.0,50.0,1082991.0,1.3,1.686,1686.0,1.0,Amprion,Welper Ost,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.19597933005019 51.4115753148661,7.17920262035811 51.4218244823956)",0.32,0.507486,0.10115999999999999,6.6209065174404896e-06,0.7,0,AC,1.0485247933884297e-05,2.090082644628099e-06,495.366530965,220.0
751,199,462,5.75,3.0,50.0,1082993.0,0.65,9.879,9879.0,0.5,Amprion,Elmenhorst Süd,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(7.44506930371379 51.6185000869374,7.34371334412713 51.6131049439167)",0.64,5.947158,1.1854799999999999,1.939737114050848e-05,0.7,0,AC,0.0001228751652892562,2.4493388429752065e-05,247.683265482,220.0
752,140,462,5.75,3.0,50.0,1082993.0,0.65,7.666,7666.0,0.5,Amprion,Elmenhorst Süd,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(7.2640834625924 51.5735734103802,7.34371334412713 51.6131049439167)",0.64,4.6149320000000005,0.91992,1.5052155801512099e-05,0.7,0,AC,9.534983471074381e-05,1.9006611570247932e-05,247.683265482,220.0
753,461,462,5.75,3.0,50.0,1082993.0,0.65,1.719,1719.0,0.5,Amprion,Elmenhorst Süd,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(7.32427958320741 51.6213874676194,7.34371334412713 51.6131049439167)",0.64,1.034838,0.20628,3.3752486072005348e-06,0.7,0,AC,2.138095041322314e-05,4.26198347107438e-06,247.683265482,220.0
754,461,462,5.75,3.0,50.0,1082995.0,0.65,1.719,1719.0,0.5,Amprion,Cappenberg Nord,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(7.32427958320741 51.6213874676194,7.34371334412713 51.6131049439167)",0.64,1.034838,0.20628,3.3752486072005348e-06,0.7,0,AC,2.138095041322314e-05,4.26198347107438e-06,247.683265482,220.0
755,165_220kV,462,5.75,3.0,50.0,1082995.0,0.65,29.538,29538.0,0.5,Amprion,Cappenberg Nord,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.34371334412713 51.6131049439167)",0.64,17.781876,3.5445599999999997,5.7997727376084576e-05,0.7,0,AC,0.00036739413223140497,7.323471074380165e-05,247.683265482,220.0
756,140,462,5.75,3.0,50.0,1082995.0,0.65,7.656,7656.0,0.5,Amprion,Cappenberg Nord,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(7.2640834625924 51.5735734103802,7.34371334412713 51.6131049439167)",0.64,4.608911999999999,0.91872,1.5032520847427162e-05,0.7,0,AC,9.522545454545454e-05,1.898181818181818e-05,247.683265482,220.0
757,184_220kV,463,5.75,3.0,50.0,1083000.0,0.65,21.12,21120.0,0.5,Amprion,Utfort West,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(6.61738109142906 51.4757909635544,6.52272548882226 51.3224954692993)",0.64,12.71424,2.5344,4.1469023027385275e-05,0.7,0,AC,0.0002626909090909091,5.236363636363637e-05,247.683265482,220.0
758,153,463,5.75,3.0,50.0,1083000.0,0.65,22.758,22758.0,0.5,Amprion,Utfort West,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(6.33006858948983 51.2429161503794,6.52272548882226 51.3224954692993)",0.64,13.700315999999999,2.7309599999999996,4.4685228506497825e-05,0.7,0,AC,0.00028306438016528925,5.642479338842974e-05,247.683265482,220.0
759,176,463,5.75,3.0,50.0,1083000.0,0.65,3.463,3463.0,0.5,Amprion,Utfort West,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(6.54240844257145 51.2994458149911,6.52272548882226 51.3224954692993)",0.64,2.084726,0.41556,6.799584599613409e-06,0.7,0,AC,4.307285123966942e-05,8.58595041322314e-06,247.683265482,220.0
760,117_220kV,465,11.5,3.0,50.0,1083936.0,1.3,6.532,6532.0,1.0,Amprion,Godorf Ost,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,6.92909269080674 50.8441529722133)",0.32,1.966132,0.39192,2.5651104016560663e-05,0.7,0,AC,4.0622561983471076e-05,8.097520661157025e-06,495.366530965,220.0
761,464,465,11.5,3.0,50.0,1083936.0,1.3,3.015,3015.0,1.0,Amprion,Godorf Ost,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.96330545403678 50.8337629177582,6.92909269080674 50.8441529722133)",0.32,0.907515,0.1809,1.1839877313216535e-05,0.7,0,AC,1.875030991735537e-05,3.737603305785124e-06,495.366530965,220.0
762,134,465,11.5,3.0,50.0,1083936.0,1.3,17.868,17868.0,1.0,Amprion,Godorf Ost,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.80461158012622 50.9662452961379,6.92909269080674 50.8441529722133)",0.32,5.378267999999999,1.07208,7.016747191792803e-05,0.7,0,AC,0.00011112123966942147,2.2150413223140496e-05,495.366530965,220.0
763,466,467,11.5,3.0,50.0,1083940.0,1.3,0.1,100.0,1.0,Amprion,Gremberghoven Ost,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.09582671880563 50.8268716757217,7.09435790958289 50.8269670893312)",0.32,0.030100000000000002,0.006,3.926990816987242e-07,0.7,0,AC,6.219008264462811e-07,1.2396694214876034e-07,495.366530965,220.0
764,150,467,11.5,3.0,50.0,1083940.0,1.3,12.128,12128.0,1.0,Amprion,Gremberghoven Ost,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.0473845241055 50.9055286094924,7.09435790958289 50.8269670893312)",0.32,3.650528,0.72768,4.762654462842127e-05,0.7,0,AC,7.542413223140496e-05,1.5034710743801653e-05,495.366530965,220.0
765,149,467,11.5,3.0,50.0,1083940.0,1.3,8.449,8449.0,1.0,Amprion,Gremberghoven Ost,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(7.19316578267403 50.798335064694,7.09435790958289 50.8269670893312)",0.32,2.5431489999999997,0.50694,3.3179145412725205e-05,0.7,0,AC,5.254440082644628e-05,1.0473966942148759e-05,495.366530965,220.0
766,105_220kV,469,5.75,3.0,50.0,1167322.0,0.65,10.851,10851.0,0.5,Amprion,Wesel Ost,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(6.68078798893986 51.6462959356851,6.65066741434228 51.5537022721424)",0.64,6.5323020000000005,1.3021200000000002,2.1305888677564283e-05,0.7,0,AC,0.0001349649173553719,2.690330578512397e-05,247.683265482,220.0
767,468,469,5.75,3.0,50.0,1167322.0,0.65,5.443,5443.0,0.5,Amprion,Wesel Ost,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(6.57729057687864 51.5563911802085,6.65066741434228 51.5537022721424)",0.64,3.2766859999999998,0.65316,1.0687305508430778e-05,0.7,0,AC,6.770012396694215e-05,1.3495041322314049e-05,247.683265482,220.0
768,184_220kV,469,5.75,3.0,50.0,1167322.0,0.65,9.235,9235.0,0.5,Amprion,Wesel Ost,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(6.61738109142906 51.4757909635544,6.65066741434228 51.5537022721424)",0.64,5.559469999999999,1.1081999999999999,1.8132880097438587e-05,0.7,0,AC,0.00011486508264462809,2.289669421487603e-05,247.683265482,220.0
769,110,470,13.7,3.0,50.0,1547589.0,2.6,14.875,14875.0,1.0,Amprion,Uentrop Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,7.82599043340792 51.7500675542728)",0.25,3.65925,0.44625,6.448904319656449e-05,0.7,0,AC,2.534106648199446e-05,3.0903739612188364e-06,1711.26619788,380.0
770,90,470,13.7,3.0,50.0,1547589.0,2.6,42.332,42332.0,1.0,Amprion,Uentrop Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.54571772261949 51.9703244223875,7.82599043340792 51.7500675542728)",0.25,10.413672,1.26996,0.00018352606229223313,0.7,0,AC,7.211684210526316e-05,8.794736842105263e-06,1711.26619788,380.0
771,165,470,13.7,3.0,50.0,1547589.0,2.6,12.433,12433.0,1.0,Amprion,Uentrop Nord,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.82599043340792 51.7500675542728)",0.25,3.058518,0.37299,5.390200161767302e-05,0.7,0,AC,2.1180872576177285e-05,2.5830332409972296e-06,1711.26619788,380.0
772,464,471,11.5,3.0,50.0,1548410.0,1.3,3.03,3030.0,1.0,Amprion,Olefin West,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.96330545403678 50.8337629177582,6.9289790539233 50.84381694694)",0.32,0.9120299999999999,0.1818,1.1898782175471341e-05,0.7,0,AC,1.8843595041322313e-05,3.756198347107438e-06,495.366530965,220.0
773,134,471,11.5,3.0,50.0,1548410.0,1.3,17.906,17906.0,1.0,Amprion,Olefin West,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.80461158012622 50.9662452961379,6.9289790539233 50.84381694694)",0.32,5.389705999999999,1.07436,7.031669756897355e-05,0.7,0,AC,0.00011135756198347107,2.2197520661157025e-05,495.366530965,220.0
774,117_220kV,471,11.5,3.0,50.0,1548410.0,1.3,6.494,6494.0,1.0,Amprion,Olefin West,0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(6.97257742700703 50.795693017514,6.9289790539233 50.84381694694)",0.32,1.954694,0.38964,2.5501878365515148e-05,0.7,0,AC,4.0386239669421485e-05,8.050413223140495e-06,495.366530965,220.0
775,472,473,13.7,3.0,50.0,1610621.0,2.6,13.579,13579.0,1.0,Amprion,Gersteinwerk Ost,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.9939591196577 51.823095434189,7.83402074322725 51.7550403464858)",0.25,3.340434,0.40737,5.887036756747221e-05,0.7,0,AC,2.313319944598338e-05,2.8211218836565097e-06,1711.26619788,380.0
776,110,473,13.7,3.0,50.0,1610621.0,2.6,14.635,14635.0,1.0,Amprion,Gersteinwerk Ost,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,7.83402074322725 51.7550403464858)",0.25,3.6002099999999997,0.43905,6.344854770969554e-05,0.7,0,AC,2.493220221606648e-05,3.0405124653739614e-06,1711.26619788,380.0
777,165,473,13.7,3.0,50.0,1610621.0,2.6,13.222,13222.0,1.0,Amprion,Gersteinwerk Ost,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.70831848872651 51.6762033088437,7.83402074322725 51.7550403464858)",0.25,3.252612,0.39665999999999996,5.732263053075466e-05,0.7,0,AC,2.2525013850415513e-05,2.7469529085872572e-06,1711.26619788,380.0
778,474,475,11.5,3.0,50.0,1631562.0,1.3,0.797,797.0,1.0,TenneT,Leitung 2010/2023,0.08,1,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.14517687189382 52.8532464360106,9.13794792584036 52.8470269944345)",0.32,0.239897,0.04782,3.129811681138832e-06,0.7,0,AC,4.95654958677686e-06,9.8801652892562e-07,495.366530965,220.0
779,201_220kV,475,11.5,3.0,50.0,1631562.0,1.3,33.866,33866.0,1.0,TenneT,Leitung 2010/2023,0.08,1,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.25103425143703 53.1144323051271,9.13794792584036 52.8470269944345)",0.32,10.193666,2.0319599999999998,0.00013299147100808993,0.7,0,AC,0.00021061293388429753,4.198264462809917e-05,495.366530965,220.0
780,2_220kV,475,11.5,3.0,50.0,1631562.0,1.3,42.718,42718.0,1.0,TenneT,Leitung 2010/2023,0.08,1,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.11321007472722 52.5438533223737,9.13794792584036 52.8470269944345)",0.32,12.858118000000001,2.5630800000000002,0.00016775319372006102,0.7,0,AC,0.00026566359504132233,5.295619834710744e-05,495.366530965,220.0
781,265,477,5.75,3.0,50.0,1633668.0,0.65,28.125,28125.0,0.5,Amprion,Halle West,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(8.10495957410199 52.2642613740358,8.33466775124759 52.07052004268)",0.64,16.93125,3.375,5.522330836388309e-05,0.7,0,AC,0.000349819214876033,6.973140495867769e-05,247.683265482,220.0
782,476,477,5.75,3.0,50.0,1633668.0,0.65,1.188,1188.0,0.5,Amprion,Halle West,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(8.31888925383353 52.0660374597241,8.33466775124759 52.07052004268)",0.64,0.7151759999999999,0.14256,2.3326325452904215e-06,0.7,0,AC,1.4776363636363634e-05,2.945454545454545e-06,247.683265482,220.0
783,157_220kV,477,5.75,3.0,50.0,1633668.0,0.65,18.526,18526.0,0.5,Amprion,Halle West,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(8.364229530696 51.9271204904611,8.33466775124759 52.07052004268)",0.64,11.152652,2.2231199999999998,3.637571593775282e-05,0.7,0,AC,0.00023042669421487603,4.593223140495867e-05,247.683265482,220.0
784,136,478,13.7,3.0,50.0,1703254.0,2.6,4.089,4089.0,1.0,Amprion,Geithe West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.93077008561427 51.6729710197069,7.9818783185962 51.6766515664854)",0.25,1.005894,0.12267,1.772744185752956e-05,0.7,0,AC,6.966024930747923e-06,8.495152354570637e-07,1711.26619788,380.0
785,110,478,13.7,3.0,50.0,1703254.0,2.6,1.127,1127.0,1.0,Amprion,Geithe West,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(7.99288723332679 51.6837077155955,7.9818783185962 51.6766515664854)",0.25,0.277242,0.03381,4.8859933904220615e-06,0.7,0,AC,1.9199584487534624e-06,2.3414127423822714e-07,1711.26619788,380.0
