name,bus0,bus1,c_nfkm,cables,frequency,from_relation,i_th_max_a,length,length_m,num_parallel,operator,osm_name,r_ohmkm,ref,s_nom,type,voltage,wires,wkt_srid_4326,x_ohmkm,x,r,b,s_max_pu,build_year,carrier,x_pu_eff,r_pu_eff,s_nom_opt,v_nom
1,1,2_220kV,11.5,3.0,50.0,67129.0,1.3,43.379,43379.0,1.0,TenneT,Leitung 2016,0.08,2016,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.52257596986262 52.3604090557601,9.11321007472722 52.5438533223737)",0.32,13.057078999999998,2.60274,0.00017034893465008954,0.7,0,AC,0.0002697743595041322,5.377561983471074e-05,495.366530965,220.0
2,3,4,27.4,6.0,50.0,67131.0,5.2,72.686,72686.0,2.0,TenneT,Leitung 3011,0.0125,,3422.53239576,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(9.38974509624863 52.0263130660355,9.12526570294975 52.5382640870749)",0.125,8.940378,1.09029,0.0006302454579879646,0.7,0,AC,6.191397506925208e-05,7.5504847645429364e-06,3422.53239576,380.0
3,5_220kV,6,23.0,6.0,50.0,67151.0,2.6,33.943,33943.0,2.0,TenneT,Leitung 2024,0.04,1,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(10.3662749375017 52.2846467462009,9.91814864613865 52.3799963125719)",0.16,5.1084214999999995,1.01829,0.0002665876986019959,0.7,0,AC,0.00010554589876033057,2.1039049586776857e-05,990.733061929,220.0
4,7,5,13.7,3.0,50.0,67153.0,2.6,33.471,33471.0,1.0,TenneT,Leitung 3026,0.025,3026,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(9.91717971972185 52.2781686139394,10.3662749375017 52.2846467462009)",0.25,8.233865999999999,1.00413,0.00014511010183745947,0.7,0,AC,5.70212326869806e-05,6.953808864265928e-06,1711.26619788,380.0
5,8,9,27.4,6.0,50.0,67585.0,5.2,28.163,28163.0,2.0,transpower,KKW Krümmel - UW Lüneburg,0.0125,,3422.53239576,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(10.4149923381504 53.4126068830249,10.3787705903765 53.2197927685849)",0.125,3.464049,0.422445,0.0002441956199724162,0.7,0,AC,2.3989259002770084e-05,2.9255193905817177e-06,3422.53239576,380.0
6,10_220kV,11,11.5,3.0,50.0,69042.0,1.3,27.565,27565.0,1.0,50Hertz,295,0.08,295,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,13.2061029867985 52.6571362773373)",0.32,8.297065,1.6539,0.00010824750187025333,0.7,0,AC,0.00017142696280991735,3.4171487603305784e-05,495.366530965,220.0
7,11,12_220kV,11.5,3.0,50.0,69043.0,1.3,45.809,45809.0,1.0,50Hertz,293,0.08,293,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(13.2061029867985 52.6571362773373,13.7096697058228 52.5397952580643)",0.32,13.788509,2.7485399999999998,0.00017989152233536856,0.7,0,AC,0.00028488654958677684,5.6788016528925614e-05,495.366530965,220.0
8,10_220kV,12_220kV,11.5,3.0,50.0,69045.0,1.3,68.39,68390.0,1.0,50Hertz,294,0.08,294,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,13.7096697058228 52.5397952580643)",0.32,20.58539,4.1034,0.0002685669019737575,0.7,0,AC,0.00042531797520661157,8.478099173553718e-05,495.366530965,220.0
9,13_220kV,14,11.5,3.0,50.0,69488.0,1.3,39.282,39282.0,1.0,TenneT TSO GmbH,Oba-Nfi I,0.08,263,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.8132328973194 48.2212664654998)",0.32,11.823882,2.3569199999999997,0.00015426005327289283,0.7,0,AC,0.00024429508264462807,4.8696694214876024e-05,495.366530965,220.0
10,13,15,6.85,3.0,,69489.0,1.3,44.323,44323.0,0.5,transpower,Oba-Oh,0.05,461,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.8681562938884 48.2068029185353)",0.5,21.806916,2.65938,9.607891971769168e-05,0.7,0,AC,0.0001510174238227147,1.8416759002770083e-05,855.633098939,380.0
11,16,5,13.7,3.0,50.0,71281.0,2.6,36.253,36253.0,1.0,TenneT,Leitung 3023,0.025,2,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(10.7610403785613 52.3677293804096,10.3662749375017 52.2846467462009)",0.25,8.918238,1.08759,0.00015717117868941526,0.7,0,AC,6.176065096952909e-05,7.531786703601108e-06,1711.26619788,380.0
12,17,18,10.275,3.0,50.0,109962.0,1.95,200.291,200291.0,0.75,50Hertz,518,0.033333,518,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(13.4947633747219 52.5897644435618,13.6834769666546 54.1390906406635)",0.333333,65.695448,8.01164,0.0006512558798764587,0.7,0,AC,0.0004549546260387812,5.548227146814404e-05,1283.44964841,380.0
13,17,12,10.275,3.0,50.0,109969.0,1.95,24.268,24268.0,0.75,50Hertz,520,0.033333,520,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(13.4947633747219 52.5897644435618,13.7096697058228 52.5397952580643)",0.333333,7.959904000000001,0.97072,7.890857648542321e-05,0.7,0,AC,5.51239889196676e-05,6.722437673130194e-06,1283.44964841,380.0
14,13,15,6.85,3.0,,112804.0,1.3,44.371,44371.0,0.5,transpower,Oba-Oh,0.05,462,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.8681562938884 48.2068029185353)",0.5,21.830532,2.66226,9.618296926637858e-05,0.7,0,AC,0.0001511809695290859,1.843670360110803e-05,855.633098939,380.0
15,14,15_220kV,23.0,6.0,50.0,112810.0,2.6,5.432,5432.0,2.0,,Nfi-Oh,0.04,286;287,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(11.8132328973194 48.2212664654998,11.8681562938884 48.2068029185353)",0.16,0.817516,0.16296,4.26628282357494e-05,0.7,0,AC,1.689082644628099e-05,3.3669421487603306e-06,990.733061929,220.0
16,13_220kV,19,23.0,6.0,50.0,114252.0,2.6,30.996,30996.0,2.0,TenneT,OBR-OBA,0.04,269;270,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.2939727001158 48.0520427719624)",0.16,4.664898,0.9298799999999999,0.00024344201472667308,0.7,0,AC,9.638219008264462e-05,1.9212396694214873e-05,990.733061929,220.0
17,20,21,6.85,3.0,50.0,114696.0,1.3,31.287,31287.0,0.5,50Hertz,Hamburg/Ost - Hamburg/Nord,0.05,A,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(9.98460982000897 53.7411287759659,10.1575015165126 53.5551316685834)",0.5,15.393203999999999,1.8772199999999999,6.782079645347606e-05,0.7,0,AC,0.00010660113573407202,1.3000138504155123e-05,855.633098939,380.0
18,20,22,13.7,3.0,,114718.0,2.6,57.378,57378.0,1.0,50Hertz,Brunsbüttel - Hamburg/Nord,0.025,G,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(9.98460982000897 53.7411287759659,9.20210420095253 53.8951574100045)",0.25,14.114988,1.7213399999999999,0.00024875645852319173,0.7,0,AC,9.774922437673131e-05,1.1920637119113573e-05,1711.26619788,380.0
19,20_220kV,23,,3.0,,114723.0,,3.313,3313.0,1.0,,UW HH-Nord - UW Ulzburg,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.98460982000897 53.7411287759659,9.98853660865951 53.766277668594)",,0.997213,0.19878,1.3010120576678734e-05,0.7,0,AC,2.060357438016529e-05,4.10702479338843e-06,495.366530965,220.0
20,23,24_220kV,,6.0,50.0,114724.0,,62.919,62919.0,2.0,TenneT,UW Hamburg Nord - UW Audorf,,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.98853660865951 53.766277668594,9.72699196993402 54.2914209867842)",,9.4693095,1.8875699999999997,0.0004941646704280405,0.7,0,AC,0.00019564689049586775,3.8999380165289254e-05,990.733061929,220.0
21,25,26,,6.0,50.0,114738.0,,8.193,8193.0,1.0,TenneT,308 AKW Brokdorf - UW Wilster,,308,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(9.34476098807139 53.9218370583068,9.34400177215961 53.8517774635399)",,2.015478,0.24578999999999998,3.551991468298842e-05,0.7,0,AC,1.3957603878116342e-05,1.702146814404432e-06,1711.26619788,380.0
22,25,22,,3.0,50.0,114742.0,,10.275,10275.0,0.5,TenneT,309 AKW Brunsbüttel - UW Wilster,,309,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(9.34476098807139 53.9218370583068,9.20210420095253 53.8951574100045)",,5.0553,0.6165,2.2273106515788236e-05,0.7,0,AC,3.50090027700831e-05,4.269390581717452e-06,855.633098939,380.0
23,23,27,,3.0,,114747.0,,41.954,41954.0,1.0,TenneT,AKW Stade - UW Hamburg Nord,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.98853660865951 53.766277668594,9.52960512906833 53.6189906941937)",,12.628154,2.51724,0.00016475297273588275,0.7,0,AC,0.00026091227272727276,5.2009090909090914e-05,495.366530965,220.0
24,28,23,,3.0,,114752.0,,19.423,19423.0,1.0,TenneT,UW Kummerfeld - UW Hamburg Nord,,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.77654483874895 53.6906352606291,9.98853660865951 53.766277668594)",,5.846322999999999,1.1653799999999999,7.627394263834319e-05,0.7,0,AC,0.00012079179752066114,2.4078099173553717e-05,495.366530965,220.0
25,8,21,,3.0,50.0,114782.0,,28.576,28576.0,0.5,50Hertz,991;992,,991;992,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(10.4149923381504 53.4126068830249,10.1575015165126 53.5551316685834)",,14.059392,1.7145599999999999,6.194416465159753e-05,0.7,0,AC,9.736421052631579e-05,1.1873684210526315e-05,855.633098939,380.0
26,9,29,,3.0,50.0,114789.0,,25.571,25571.0,1.0,TenneT,3021 Lüneburg - Stadorf,,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(10.3787705903765 53.2197927685849,10.3821666628198 52.9932540372914)",,6.290466,0.76713,0.00011086045872802356,0.7,0,AC,4.356278393351801e-05,5.312534626038781e-06,1711.26619788,380.0
27,30,25,,3.0,50.0,114795.0,,57.641,57641.0,0.5,TenneT,307 UW Wilster - UW Dollern,,307,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,9.34476098807139 53.9218370583068)",,28.359372,3.4584599999999996,0.0001249483340804428,0.7,0,AC,0.0001963945429362881,2.3950554016620496e-05,855.633098939,380.0
28,31,32,10.275,3.0,50.0,129420.0,1.95,129.863,129863.0,0.75,50Hertz,449 Mecklar - Vieselbach,0.033333,449,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(9.74615081640288 50.9168399490798,11.1228545605428 50.9989090670144)",0.333333,42.595064,5.19452,0.0004222558294101909,0.7,0,AC,0.0002949796675900277,3.5973130193905816e-05,1283.44964841,380.0
29,32,33,10.275,3.0,50.0,129422.0,1.95,72.614,72614.0,0.75,50Hertz,454 Eisenach - Vieselbach,0.033333,454,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(11.1228545605428 50.9989090670144,10.3859411643633 51.0018133014781)",0.333333,23.817392,2.90456,0.00023610793526094117,0.7,0,AC,0.00016494038781163437,2.0114681440443215e-05,1283.44964841,380.0
30,34,35,11.5,3.0,50.0,138889.0,1.3,5.845,5845.0,1.0,TenneT,209 weiß,0.08,209,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.12264230304551 53.5605160490331,8.08565059715704 53.605834192587)",0.32,1.759345,0.35069999999999996,2.295326132529043e-05,0.7,0,AC,3.6350103305785126e-05,7.24586776859504e-06,495.366530965,220.0
31,35,36,11.5,3.0,50.0,138892.0,1.3,2.65,2650.0,1.0,TenneT,211 rot,0.08,211,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.08565059715704 53.605834192587,8.06005695814032 53.6202025750861)",0.32,0.79765,0.159,1.040652566501619e-05,0.7,0,AC,1.6480371900826444e-05,3.285123966942149e-06,495.366530965,220.0
32,2_220kV,6,11.5,3.0,50.0,142684.0,1.3,74.645,74645.0,1.0,TenneT,Leitung 2008,0.08,2008,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(9.11321007472722 52.5438533223737,9.91814864613865 52.3799963125719)",0.32,22.468145,4.4787,0.0002931302295340127,0.7,0,AC,0.00046421787190082644,9.253512396694215e-05,495.366530965,220.0
33,37,10,10.275,3.0,50.0,145483.0,1.95,104.169,104169.0,0.75,50Hertz,494,0.033333,494,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,12.9416466019288 52.5621144045848)",0.333333,34.167432,4.166759999999999,0.000338710544911408,0.7,0,AC,0.0002366165650969529,2.8855678670360105e-05,1283.44964841,380.0
34,10,38,10.275,3.0,50.0,145484.0,1.95,29.669,29669.0,0.75,50Hertz,498,0.033333,498,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,13.2115276454389 52.5806278102291)",0.333333,9.731432,1.18676,9.647018937473302e-05,0.7,0,AC,6.739218836565097e-05,8.218559556786704e-06,1283.44964841,380.0
35,37,38,20.55,6.0,50.0,145485.0,3.9,124.574,124574.0,1.5,50Hertz,493,0.016667,493,2566.89929682,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(11.6389127631156 52.2687346818467,13.2115276454389 52.5806278102291)",0.166667,20.430136,2.4914799999999997,0.0008101167798825705,0.7,0,AC,0.00014148293628808866,1.7254016620498612e-05,2566.89929682,380.0
36,39,40,10.275,3.0,50.0,145508.0,1.95,195.877,195877.0,0.75,50Hertz,513,0.033333,513,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(11.7273534150745 52.5689469938591,13.1433929102518 53.9081469774219)",0.333333,64.247656,7.8350800000000005,0.0006369035452544603,0.7,0,AC,0.00044492836565096955,5.4259556786703606e-05,1283.44964841,380.0
37,39,41,10.275,3.0,50.0,145509.0,1.95,75.667,75667.0,0.75,50Hertz,516,0.033333,516,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(11.7273534150745 52.5689469938591,11.8531057080136 53.0865444750041)",0.333333,24.818776,3.0266800000000003,0.00024603491251535013,0.7,0,AC,0.00017187518005540165,2.096038781163435e-05,1283.44964841,380.0
38,42,41,10.275,3.0,50.0,145510.0,1.95,134.922,134922.0,0.75,50Hertz,514,0.033333,514,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(12.1869848227216 53.8157751724384,11.8531057080136 53.0865444750041)",0.333333,44.254416,5.3968799999999995,0.00043870541274790954,0.7,0,AC,0.0003064710249307479,3.737451523545706e-05,1283.44964841,380.0
39,18,42,10.275,3.0,50.0,145513.0,1.95,149.01,149010.0,0.75,50Hertz,512,0.033333,512,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(13.6834769666546 54.1390906406635,12.1869848227216 53.8157751724384)",0.333333,48.87528,5.9604,0.00048451322655731463,0.7,0,AC,0.0003384714681440443,4.127700831024931e-05,1283.44964841,380.0
40,10_220kV,43,11.5,3.0,50.0,240489.0,1.3,55.092,55092.0,1.0,50Hertz,319,0.08,319,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,12.4993659669539 52.4052284251973)",0.32,16.582691999999998,3.30552,0.00021634577808946114,0.7,0,AC,0.0003426176033057851,6.829586776859504e-05,495.366530965,220.0
41,10_220kV,43,11.5,3.0,50.0,240490.0,1.3,55.03,55030.0,1.0,50Hertz,324,0.08,324,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(12.9416466019288 52.5621144045848,12.4993659669539 52.4052284251973)",0.32,16.56403,3.3018,0.00021610230465880792,0.7,0,AC,0.0003422320247933884,6.821900826446281e-05,495.366530965,220.0
42,44,45,11.5,3.0,50.0,241440.0,1.3,38.755,38755.0,1.0,50Hertz,291,0.08,291,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(13.5061534469385 52.473822309174,13.3057532949594 52.2307818451873)",0.32,11.665255,2.3253,0.00015219052911234058,0.7,0,AC,0.0002410176652892562,4.804338842975206e-05,495.366530965,220.0
43,44,46_220kV,11.5,3.0,,241442.0,1.3,9.168,9168.0,1.0,50Hertz,301 Wuhlheide - Marzahn,0.08,301,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(13.5061534469385 52.473822309174,13.5241987309997 52.5356342713481)",0.32,2.759568,0.5500799999999999,3.600265181013903e-05,0.7,0,AC,5.701586776859504e-05,1.1365289256198345e-05,495.366530965,220.0
44,46,12,13.7,3.0,,252583.0,2.6,17.01,17010.0,1.0,50Hertz,495,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(13.5241987309997 52.5356342713481,13.7096697058228 52.5397952580643)",0.25,4.1844600000000005,0.5103,7.37451176318361e-05,0.7,0,AC,2.8978254847645434e-05,3.53393351800554e-06,1711.26619788,380.0
45,46,12,13.7,3.0,,252584.0,2.6,17.029,17029.0,1.0,50Hertz,496,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(13.5241987309997 52.5356342713481,13.7096697058228 52.5397952580643)",0.25,4.189134,0.5108699999999999,7.382749019121322e-05,0.7,0,AC,2.901062326869806e-05,3.5378808864265924e-06,1711.26619788,380.0
46,47,48,3.425,3.0,50.0,252589.0,0.65,7.717,7717.0,0.25,Vattenfall_Europe_Berlin,836 (BIN-FRH),0.1,,427.81654947,Al/St 240/40 4-bundle 380.0,380000.0,1.0,"SRID=4326;LINESTRING(13.4564306927748 52.5214517451981,13.5370442127043 52.5374565238016)",1.0,7.593527999999999,0.92604,8.36406632517459e-06,0.7,0,AC,5.258675900277008e-05,6.413019390581717e-06,427.81654947,380.0
47,49,50,,3.0,50.0,3883857.0,,5.531,5531.0,0.5,,,,3845,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(10.99933301239 52.2001419745622,10.9772332275028 52.1694333176707)",,2.721252,0.33186,1.198954278723355e-05,0.7,0,AC,1.884523545706371e-05,2.2981994459833793e-06,855.633098939,380.0
48,31,33,10.275,3.0,50.0,270536.0,1.95,58.378,58378.0,0.75,50Hertz,450 Mecklar - Eisenach,0.033333,450,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(9.74615081640288 50.9168399490798,10.3859411643633 51.0018133014781)",0.333333,19.147983999999997,2.33512,0.00018981889228885922,0.7,0,AC,0.00013260376731301937,1.6171191135734073e-05,1283.44964841,380.0
49,31,51,27.4,6.0,,270963.0,5.2,40.647,40647.0,2.0,TenneT,3009 Borken - Mecklar,0.0125,3009,3422.53239576,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(9.74615081640288 50.9168399490798,9.25938382024592 51.0603668474477)",0.125,4.999581,0.6097049999999999,0.00035244183378968155,0.7,0,AC,3.462313711911357e-05,4.22233379501385e-06,3422.53239576,380.0
50,52,53,13.7,3.0,,272103.0,2.6,120.968,120968.0,1.0,EnBW,Daxlanden - Eichstetten,0.025,7510,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,7.75349546540486 48.0993557006259)",0.25,29.758128,3.62904,0.0005244444085648411,0.7,0,AC,0.0002060812188365651,2.5131855955678668e-05,1711.26619788,380.0
51,52,54,10.275,3.0,,272126.0,1.95,32.978,32978.0,0.75,EnBW,Daxlanden - Philippsburg,0.033333,7520,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.43846751211921 49.2524597288652)",0.333333,10.816784,1.31912,0.00010722956301863716,0.7,0,AC,7.490847645429363e-05,9.135180055401663e-06,1283.44964841,380.0
52,52_220kV,55,23.0,3.0,,272681.0,2.6,38.219,38219.0,2.0,EnBW,Altlußheim - Daxlanden,0.04,5100,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,4.0,"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.51211132935593 49.293965649573)",0.16,5.7519595,1.14657,0.0003001713240688708,0.7,0,AC,0.00011884213842975206,2.3689462809917356e-05,990.733061929,220.0
53,52_220kV,56_220kV,11.5,3.0,,272682.0,1.3,66.788,66788.0,1.0,EnBW,Daxlanden - Neurott,0.08,5100,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.3133401659254 49.0090434643525,8.62320967451897 49.3565822492832)",0.32,20.103188,4.00728,0.0002622758626849439,0.7,0,AC,0.00041535512396694214,8.279504132231404e-05,495.366530965,220.0
54,57,52_220kV,23.0,3.0,,272728.0,2.6,14.179,14179.0,2.0,EnBW,Seehof (220 kV Daxlanden-Oberwald),0.04,,990.733061929,Al/St 240/40 2-bundle 220.0,220000.0,4.0,"SRID=4326;LINESTRING(8.44554248929306 48.9860881753906,8.3133401659254 49.0090434643525)",0.16,2.1339395,0.42536999999999997,0.00011136160558812421,0.7,0,AC,4.4089659090909085e-05,8.788636363636363e-06,990.733061929,220.0
55,57,58,11.5,3.0,,272729.0,1.3,21.835,21835.0,1.0,EnBW,Edelberg (220 kV Oberwald - Birkenfeld),0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.44554248929306 48.9860881753906,8.64158406338239 48.8900524832355)",0.32,6.572335,1.3101,8.574584448891643e-05,0.7,0,AC,0.00013579204545454546,2.706818181818182e-05,495.366530965,220.0
56,58,52_220kV,11.5,3.0,,272732.0,1.3,29.944,29944.0,1.0,EnBW,Pfinztal (220 kV Daxlanden-Birkenfeld),0.08,,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.64158406338239 48.8900524832355,8.3133401659254 49.0090434643525)",0.32,9.013143999999999,1.7966399999999998,0.00011758981302386597,0.7,0,AC,0.00018622198347107436,3.712066115702479e-05,495.366530965,220.0
57,59,60,6.85,3.0,50.0,289000.0,1.3,56.049,56049.0,0.5,TenneT,307,0.05,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(8.56374399744213 53.0317215835514,8.47470704898602 53.4286511943138)",0.5,27.576107999999998,3.36294,0.00012149735738232749,0.7,0,AC,0.00019097027700831025,2.328905817174515e-05,855.633098939,380.0
58,61_220kV,62,5.75,3.0,50.0,300029.0,0.65,38.653,38653.0,0.5,TenneT,2144,0.16,,247.683265482,Al/St 240/40 2-bundle 220.0,220000.0,1.0,"SRID=4326;LINESTRING(8.51888180951659 53.2026352836834,8.82002487241632 53.1073882918815)",0.64,23.269105999999997,4.63836,7.589498802450393e-05,0.7,0,AC,0.00048076665289256194,9.583388429752066e-05,247.683265482,220.0
59,30,61,6.85,3.0,50.0,309969.0,1.3,90.79,90790.0,0.5,TenneT,Dollern-(Niedervieland/Unterweser)-Alfstedt,0.05,3103,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(9.5017896678173 53.5428143723363,8.51888180951659 53.2026352836834)",0.5,44.66868,5.4474,0.00019680538594339796,0.7,0,AC,0.0003093398891966759,3.7724376731301936e-05,855.633098939,380.0
60,63,52_220kV,11.5,3.0,50.0,339243.0,1.3,41.529,41529.0,1.0,EnBW,Bühl - Daxlanden,0.08,BUEHL-DAXLA,495.366530965,Al/St 240/40 2-bundle 220.0,220000.0,2.0,"SRID=4326;LINESTRING(8.12076909802284 48.7048354259965,8.3133401659254 49.0090434643525)",0.32,12.500229000000001,2.49174,0.0001630840016386632,0.7,0,AC,0.00025826919421487605,5.148223140495868e-05,495.366530965,220.0
61,13,64,13.7,3.0,,377770.0,2.6,17.129,17129.0,1.0,Stadtwerke München,Oberbachern - Menzing,0.025,439;440,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(11.3704262486892 48.2914922329548,11.4407746483177 48.1718035473026)",0.25,4.2137340000000005,0.51387,7.426102997740862e-05,0.7,0,AC,2.918098337950139e-05,3.5586565096952912e-06,1711.26619788,380.0
62,65,66,10.275,3.0,,395087.0,1.95,163.671,163671.0,0.75,CEPS;TenneT TSO GmbH,Etzenricht - Hradec,0.033333,441,1283.44964841,Al/St 240/40 4-bundle 380.0,380000.0,3.0,"SRID=4326;LINESTRING(13.3264049984725 50.3463721850552,12.1147644054101 49.6311550521523)",0.333333,53.684087999999996,6.5468399999999995,0.0005321841775978944,0.7,0,AC,0.0003717734626038781,4.5338227146814404e-05,1283.44964841,380.0
63,59,67,6.85,3.0,50.0,445559.0,1.3,14.983,14983.0,0.5,TenneT,303/307,0.05,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(8.56374399744213 53.0317215835514,8.69516075602312 53.0925360847799)",0.5,7.3716360000000005,0.89898,3.2478633082827755e-05,0.7,0,AC,5.1050110803324104e-05,6.225623268698061e-06,855.633098939,380.0
64,61,67,6.85,3.0,50.0,445560.0,1.3,37.346,37346.0,0.5,TenneT,307;303,0.05,,855.633098939,Al/St 240/40 4-bundle 380.0,380000.0,2.0,"SRID=4326;LINESTRING(8.51888180951659 53.2026352836834,8.69516075602312 53.0925360847799)",0.5,18.374232,2.24076,8.095488427626544e-05,0.7,0,AC,0.00012724537396121882,1.5517728531855954e-05,855.633098939,380.0
65,68,69,13.7,3.0,50.0,576361.0,2.6,64.4,64400.0,1.0,Amprion,Ried Ost,0.025,,1711.26619788,Al/St 240/40 4-bundle 380.0,380000.0,4.0,"SRID=4326;LINESTRING(8.77244296019056 49.974668665137,8.41937105938048 49.6337356823792)",0.25,15.842400000000001,1.9320000000000002,0.00027919962230983213,0.7,0,AC,0.00010971191135734073,1.3379501385041553e-05,1711.26619788,380.0
