time,o5,o10,o11,o12,o13
16.40999999999983,1.000514647044175,1.0005399795247638,1.0005192026127372,1.000526387122692,1.0005202650698457
16.41999999999983,1.0005148320634412,1.0005399867578175,1.0005192820491497,1.0005263804061502,1.0005201017283958
16.429999999999833,1.0005150281009656,1.000539969953037,1.000519368500538,1.0005263674162954,1.00051994586139
16.439999999999834,1.0005152348993278,1.0005399292532664,1.0005194618366127,1.000526348268496,1.0005197978190348
16.449999999999836,1.0005154521873476,1.000539864835489,1.000519561915439,1.0005263230905954,1.0005196579342546
16.459999999999837,1.0005156796805292,1.000539776910503,1.000519668583782,1.0005262920226485,1.0005195265221287
16.46999999999984,1.0005159170815228,1.0005396657225492,1.0005197816774731,1.0005262552166347,1.0005194038793648
16.47999999999984,1.0005161640806004,1.000539531548889,1.0005199010217898,1.0005262128361456,1.0005192902838111
16.489999999999842,1.0005164203561472,1.0005393746993385,1.0005200264318543,1.0005261650560482,1.0005191859940104
16.499999999999844,1.000516685575165,1.0005391955157525,1.0005201577130476,1.0005261120621236,1.0005190912487876
16.509999999999845,1.000516959393789,1.0005389943714662,1.000520294661435,1.0005260540506875,1.0005190062668852
16.519999999999847,1.000517241457818,1.0005387716706886,1.000520437064209,1.0005259912281854,1.0005189312466327
16.52999999999985,1.0005175314032528,1.000538527847857,1.0005205847001426,1.0005259238107662,1.0005188663656637
16.53999999999985,1.0005178288568486,1.0005382633669433,1.0005207373400562,1.0005258520238391,1.0005188117806691
16.54999999999985,1.0005181334366746,1.0005379787207227,1.0005208947472917,1.000525776101609,1.0005187676271978
16.559999999999853,1.0005184447526825,1.0005376744299999,1.0005210566782012,1.0005256962865947,1.0005187340194936
16.569999999999855,1.0005187624072844,1.0005373510427966,1.0005212228826417,1.0005256128291293,1.0005187110503801
16.579999999999856,1.000519085995937,1.000537009133501,1.0005213931044774,1.0005255259868462,1.0005186987911847
16.589999999999858,1.0005194151077303,1.0005366493019807,1.0005215670820917,1.0005254360241487,1.0005186972917048
16.59999999999986,1.0005197493259848,1.0005362721726585,1.0005217445489012,1.0005253432116648,1.0005187065802197
16.60999999999986,1.000520088228851,1.0005358783935572,1.0005219252338795,1.0005252478256934,1.0005187266635398
16.619999999999862,1.0005204313899132,1.0005354686353096,1.0005221088620813,1.000525150147633,1.0005187575270995
16.629999999999864,1.000520778378797,1.0005350435901375,1.000522295155171,1.0005250504634053,1.0005187991350943
16.639999999999866,1.000521128761778,1.0005346039708016,1.0005224838319529,1.000524949062866,1.0005188514306522
16.649999999999867,1.000521482102391,1.0005341505095253,1.0005226746089027,1.0005248462392107,1.0005189143360527
16.65999999999987,1.0005218379620406,1.0005336839568888,1.0005228672007,1.0005247422883707,1.0005189877529803
16.66999999999987,1.0005221959006119,1.0005332050807,1.0005230613207585,1.0005246375084067,1.0005190715628196
16.679999999999872,1.0005225554770785,1.0005327146648446,1.0005232566817552,1.000524532198894,1.0005191656269867
16.689999999999873,1.000522916250109,1.0005322135081105,1.000523452996157,1.0005244266603113,1.0005192697873007
16.699999999999875,1.0005232777786703,1.0005317024229976,1.000523649976743,1.0005243211934198,1.00051938386639
16.709999999999877,1.0005236396226278,1.0005311822345053,1.0005238473371219,1.0005242160986494,1.000519507668134
16.719999999999878,1.0005240013433416,1.0005306537789078,1.000524044792246,1.0005241116754784,1.000519640978141
16.72999999999988,1.0005243625042544,1.0005301179025132,1.0005242420589162,1.0005240082218234,1.000519783564257
16.73999999999988,1.0005247226714773,1.000529575460411,1.0005244388562808,1.0005239060334252,1.00051993517711
16.749999999999883,1.0005250814143676,1.0005290273152092,1.0005246349063266,1.0005238054032437,1.0005200955506817
16.759999999999884,1.0005254383060966,1.000528474335762,1.0005248299343608,1.000523706620857,1.0005202644029139
16.769999999999886,1.0005257929242135,1.0005279173958932,1.000525023669482,1.000523609971869,1.0005204414363371
16.779999999999887,1.0005261448511955,1.0005273573731115,1.0005252158450428,1.0005235157373242,1.0005206263387332
16.78999999999989,1.0005264936749936,1.0005267951473253,1.0005254061990996,1.0005234241931316,1.0005208187838182
16.79999999999989,1.0005268389895632,1.0005262315995558,1.0005255944748503,1.0005233356094998,1.0005210184319515
16.809999999999892,1.000527180395387,1.0005256676106506,1.0005257804210606,1.0005232502503856,1.0005212249308704
16.819999999999894,1.000527517499986,1.0005251040600007,1.0005259637924746,1.000523168372952,1.0005214379164402
16.829999999999895,1.000527849918415,1.000524541824261,1.000526144350214,1.0005230902270452,1.00052165701343
16.839999999999897,1.0005281772737507,1.0005239817760796,1.0005263218621605,1.0005230160546816,1.0005218818363018
16.8499999999999,1.0005284991975625,1.000523424782833,1.000526496103324,1.0005229460895546,1.000522111990019
16.8599999999999,1.0005288153303702,1.0005228717053714,1.0005266668561956,1.000522880556558,1.0005223470708688
16.8699999999999,1.0005291253220883,1.0005223233967786,1.000526833911082,1.0005228196713254,1.0005225866672984
16.879999999999903,1.000529428832455,1.0005217807011426,1.0005269970664257,1.0005227636397929,1.0005228303607594
16.889999999999905,1.0005297255314443,1.0005212444523448,1.0005271561291065,1.0005227126577767,1.0005230777265672
16.899999999999906,1.0005300150996643,1.0005207154728637,1.000527310914725,1.0005226669105771,1.0005233283347643
16.909999999999908,1.000530297228738,1.0005201945725994,1.0005274612478698,1.0005226265725982,1.000523581750991
16.91999999999991,1.0005305716216668,1.0005196825477185,1.0005276069623639,1.000522591806996,1.0005238375373617
16.92999999999991,1.0005308379931785,1.0005191801795195,1.0005277479014947,1.000522562765346,1.0005240952533425
16.939999999999912,1.0005310960700573,1.000518688233326,1.000527883918223,1.0005225395873347,1.0005243544566307
16.949999999999914,1.0005313455914537,1.0005182074574026,1.0005280148753741,1.0005225224004775,1.000524614704033
16.959999999999916,1.000531586309179,1.0005177385818982,1.00052814064581,1.0005225113198595,1.0005248755523424
16.969999999999917,1.0005318179879807,1.000517282317819,1.0005282611125796,1.0005225064479042,1.0005251365592096
16.97999999999992,1.0005320404057982,1.0005168393560302,1.0005283761690518,1.000522507874166,1.00052539728401
16.98999999999992,1.000532253354,1.0005164103662914,1.0005284857190269,1.0005225156751498,1.0005256572887022
16.999999999999922,1.000532456637601,1.0005159959963217,1.0005285896768301,1.000522529914159,1.0005259161386788
17.009999999999923,1.0005326500754625,1.0005155968709019,1.000528687967383,1.0005225506411664,1.0005261734036042
17.019999999999925,1.0005328335004697,1.0005152135910105,1.0005287805262573,1.0005225778927178,1.0005264286582418
17.029999999999927,1.0005330067596914,1.0005148467329967,1.0005288672997068,1.0005226116918593,1.0005266814832667
17.039999999999928,1.0005331697145197,1.000514496847791,1.0005289482446813,1.0005226520480939,1.0005269314660643
