time,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13
0.0,1.1040491962520922,1.1363335287926781,1.1787695496716217,1.2200569883415835,1.2227930954557202,1.000000001000332,1.1093791457994988,1.1441302669866567,1.209585395821302,1.1579606084558063,1.2153122439533128,1.1985497569516868,1.1190866136257391,1.1771719940079435
1.0e-6,1.1040491962520897,1.1363335287926755,1.1787695496716195,1.2200569883415808,1.2227930954557178,1.0000000010003296,1.1093791457994966,1.1441302669866542,1.2095853958212996,1.1579606084558038,1.2153122439533106,1.1985497569516845,1.119086613625737,1.1771719940079408
1.1e-5,1.104049196252091,1.136333528792677,1.1787695496716213,1.2200569883415824,1.2227930954557193,1.0000000010003312,1.109379145799498,1.1441302669866555,1.209585395821301,1.1579606084558054,1.2153122439533117,1.198549756951686,1.1190866136257387,1.1771719940079424
0.00011099999999999999,1.1040491962520926,1.1363335287926783,1.1787695496716224,1.2200569883415833,1.2227930954557205,1.0000000010003325,1.1093791457994995,1.1441302669866569,1.2095853958213019,1.1579606084558067,1.2153122439533133,1.1985497569516874,1.1190866136257398,1.1771719940079435
0.0011109999999999998,1.1040491962520917,1.136333528792678,1.1787695496716217,1.2200569883415828,1.2227930954557198,1.0000000010003318,1.1093791457994988,1.1441302669866562,1.2095853958213016,1.1579606084558058,1.2153122439533124,1.1985497569516868,1.1190866136257394,1.1771719940079428
0.011110999999999996,1.1040491962520909,1.1363335287926764,1.1787695496716206,1.2200569883415817,1.222793095455719,1.0000000010003307,1.1093791457994977,1.144130266986655,1.2095853958213003,1.1579606084558047,1.2153122439533117,1.1985497569516854,1.119086613625738,1.1771719940079417
0.021110999999999998,1.104049196252091,1.1363335287926772,1.1787695496716213,1.220056988341582,1.2227930954557196,1.0000000010003312,1.1093791457994981,1.1441302669866558,1.209585395821301,1.1579606084558054,1.2153122439533122,1.198549756951686,1.119086613625739,1.1771719940079424
0.031111,1.104049196252092,1.136333528792678,1.1787695496716217,1.2200569883415828,1.22279309545572,1.000000001000332,1.109379145799499,1.1441302669866562,1.2095853958213016,1.157960608455806,1.2153122439533126,1.1985497569516868,1.1190866136257394,1.1771719940079433
0.041111,1.1040491962520926,1.1363335287926786,1.1787695496716224,1.2200569883415835,1.2227930954557205,1.0000000010003327,1.1093791457994995,1.144130266986657,1.2095853958213023,1.1579606084558065,1.2153122439533133,1.1985497569516872,1.1190866136257398,1.1771719940079437
0.051111000000000004,1.104049196252093,1.1363335287926786,1.1787695496716226,1.2200569883415833,1.2227930954557202,1.0000000010003336,1.1093791457995,1.144130266986657,1.209585395821302,1.1579606084558067,1.2153122439533133,1.1985497569516874,1.1190866136257402,1.177171994007944
0.061111000000000006,1.1040491962520929,1.1363335287926786,1.1787695496716226,1.220056988341583,1.2227930954557202,1.0000000010003334,1.1093791457994997,1.144130266986657,1.2095853958213019,1.1579606084558065,1.215312243953313,1.1985497569516872,1.1190866136257402,1.1771719940079433
0.07111100000000001,1.1040491962520949,1.1363335287926803,1.1787695496716242,1.220056988341585,1.2227930954557222,1.000000001000336,1.1093791457995017,1.1441302669866589,1.2095853958213039,1.1579606084558087,1.2153122439533148,1.1985497569516885,1.1190866136257422,1.1771719940079453
0.081111,1.1040491962520946,1.1363335287926806,1.178769549671624,1.2200569883415848,1.222793095455722,1.0000000010003363,1.1093791457995017,1.1441302669866587,1.2095853958213036,1.1579606084558083,1.2153122439533146,1.1985497569516885,1.1190866136257422,1.1771719940079453
0.091111,1.1040491962520962,1.136333528792682,1.1787695496716248,1.2200569883415857,1.2227930954557227,1.0000000010003387,1.1093791457995033,1.1441302669866602,1.2095853958213045,1.1579606084558096,1.2153122439533155,1.1985497569516896,1.1190866136257436,1.1771719940079464
0.10111099999999999,1.104049196252095,1.136333528792681,1.1787695496716237,1.2200569883415846,1.2227930954557218,1.0000000010003385,1.1093791457995026,1.1441302669866589,1.2095853958213032,1.1579606084558087,1.2153122439533144,1.1985497569516883,1.1190866136257427,1.177171994007945
0.11111099999999999,1.1040491962520973,1.136333528792683,1.178769549671626,1.2200569883415862,1.2227930954557233,1.0000000010003411,1.1093791457995048,1.144130266986661,1.209585395821305,1.1579606084558107,1.2153122439533162,1.1985497569516905,1.119086613625745,1.177171994007947
0.12111099999999998,1.104049196252098,1.1363335287926835,1.1787695496716264,1.2200569883415864,1.2227930954557233,1.0000000010003423,1.1093791457995055,1.1441302669866618,1.2095853958213056,1.1579606084558112,1.2153122439533162,1.198549756951691,1.1190866136257456,1.1771719940079475
0.13111099999999998,1.104049196252101,1.1363335287926866,1.1787695496716288,1.220056988341589,1.2227930954557262,1.000000001000346,1.1093791457995086,1.1441302669866644,1.2095853958213079,1.1579606084558138,1.2153122439533188,1.1985497569516932,1.1190866136257485,1.17717199400795
0.141111,1.1040491962521017,1.1363335287926868,1.1787695496716295,1.220056988341589,1.222793095455726,1.0000000010003478,1.109379145799509,1.144130266986665,1.209585395821308,1.1579606084558143,1.2153122439533188,1.1985497569516934,1.1190866136257491,1.1771719940079506
0.151111,1.1040491962521026,1.1363335287926881,1.1787695496716304,1.2200569883415897,1.222793095455727,1.0000000010003491,1.1093791457995104,1.1441302669866662,1.2095853958213092,1.1579606084558152,1.2153122439533197,1.1985497569516945,1.1190866136257502,1.1771719940079513
0.161111,1.1040491962521055,1.1363335287926906,1.1787695496716326,1.2200569883415922,1.2227930954557285,1.0000000010003525,1.1093791457995128,1.1441302669866686,1.2095853958213112,1.1579606084558176,1.2153122439533215,1.1985497569516965,1.119086613625753,1.177171994007954
0.171111,1.1040491962521053,1.1363335287926906,1.1787695496716326,1.220056988341592,1.2227930954557287,1.0000000010003525,1.1093791457995128,1.1441302669866686,1.209585395821311,1.1579606084558176,1.2153122439533215,1.1985497569516963,1.119086613625753,1.1771719940079535
0.18111100000000002,1.1040491962521066,1.1363335287926914,1.1787695496716333,1.220056988341593,1.2227930954557293,1.0000000010003545,1.1093791457995141,1.1441302669866698,1.209585395821312,1.1579606084558187,1.2153122439533222,1.198549756951697,1.119086613625754,1.1771719940079546
0.19111100000000003,1.1040491962521075,1.1363335287926923,1.1787695496716344,1.2200569883415933,1.2227930954557293,1.0000000010003565,1.1093791457995152,1.1441302669866709,1.2095853958213125,1.1579606084558194,1.2153122439533224,1.1985497569516979,1.1190866136257556,1.177171994007955
0.20111100000000004,1.1040491962521093,1.1363335287926941,1.178769549671636,1.2200569883415946,1.2227930954557307,1.0000000010003596,1.1093791457995175,1.1441302669866724,1.2095853958213136,1.1579606084558207,1.2153122439533237,1.1985497569516994,1.1190866136257576,1.1771719940079566
