time,o5,o7,o8,o9,o10,o11,o12,o13
0.0,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
1.0e-6,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
1.1e-5,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.00011099999999999999,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.0011109999999999998,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.011110999999999996,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.021110999999999998,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.031111,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.041111,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.051111000000000004,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.061111000000000006,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.07111100000000001,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.081111,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.091111,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.10111099999999999,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.11111099999999999,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.12111099999999998,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.13111099999999998,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.141111,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.151111,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.161111,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.171111,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.18111100000000002,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.19111100000000003,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.20111100000000004,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.21111100000000005,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.22111100000000006,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.23111100000000007,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.24111100000000008,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.2511110000000001,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.2611110000000001,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.2711110000000001,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.2811110000000001,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
0.2911110000000001,0.999999999924142,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421,0.9999999999241421
